Sequence,Support,Relative Frequency
{Učitelj},11,1.0
{Drugi delavci},9,0.8181818181818182
{Okužba s Covid-19},11,1.0
{Sum na okužbo},11,1.0
{srednje},11,1.0
{Vzgojitelj},9,0.8181818181818182
"{Okužba s Covid-19}, {Vzgojitelj}",9,0.8181818181818182
"{Sum na okužbo}, {Učitelj}",10,0.9090909090909091
"{srednje}, {Učitelj}",11,1.0
"{Sum na okužbo}, {Sum na okužbo}",9,0.8181818181818182
"{Učitelj}, {Učitelj}",10,0.9090909090909091
"{Okužba s Covid-19}, {srednje}",10,0.9090909090909091
"{srednje}, {Sum na okužbo}",11,1.0
"{Učitelj}, {Sum na okužbo}",9,0.8181818181818182
"{Okužba s Covid-19}, {Sum na okužbo}",9,0.8181818181818182
"{Okužba s Covid-19, srednje}",11,1.0
"{Drugi delavci}, {srednje}",9,0.8181818181818182
"{Učitelj, srednje}",11,1.0
"{Okužba s Covid-19, Vzgojitelj}",9,0.8181818181818182
"{Sum na okužbo, srednje}",10,0.9090909090909091
"{Sum na okužbo}, {Okužba s Covid-19}",10,0.9090909090909091
"{Okužba s Covid-19, Učitelj}",9,0.8181818181818182
"{Drugi delavci, Okužba s Covid-19}",9,0.8181818181818182
"{srednje}, {Okužba s Covid-19}",10,0.9090909090909091
"{Sum na okužbo, Učitelj}",11,1.0
"{Učitelj}, {Okužba s Covid-19}",10,0.9090909090909091
"{srednje}, {Vzgojitelj}",9,0.8181818181818182
"{Drugi delavci, srednje}",9,0.8181818181818182
"{Sum na okužbo}, {srednje}",10,0.9090909090909091
"{Vzgojitelj, srednje}",9,0.8181818181818182
"{srednje}, {srednje}",11,1.0
"{Okužba s Covid-19}, {Okužba s Covid-19}",9,0.8181818181818182
"{Učitelj}, {srednje}",10,0.9090909090909091
"{Sum na okužbo}, {Sum na okužbo, srednje}",9,0.8181818181818182
"{Sum na okužbo}, {Sum na okužbo}, {Okužba s Covid-19}",9,0.8181818181818182
"{Učitelj}, {Okužba s Covid-19, srednje}",10,0.9090909090909091
"{Drugi delavci, Okužba s Covid-19, srednje}",9,0.8181818181818182
"{Sum na okužbo}, {srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Učitelj}, {Učitelj, srednje}",9,0.8181818181818182
"{srednje}, {Sum na okužbo, srednje}",10,0.9090909090909091
"{Okužba s Covid-19, srednje}, {srednje}",10,0.9090909090909091
"{Učitelj, srednje}, {Učitelj}",9,0.8181818181818182
"{Sum na okužbo, Učitelj, srednje}",9,0.8181818181818182
"{Učitelj}, {Okužba s Covid-19, Učitelj}",9,0.8181818181818182
"{Okužba s Covid-19}, {Okužba s Covid-19, srednje}",9,0.8181818181818182
"{Učitelj}, {Sum na okužbo, srednje}",9,0.8181818181818182
"{Sum na okužbo}, {Učitelj}, {Okužba s Covid-19}",9,0.8181818181818182
"{Učitelj, srednje}, {Sum na okužbo}",9,0.8181818181818182
"{Sum na okužbo, Učitelj}, {srednje}",10,0.9090909090909091
"{Sum na okužbo}, {Sum na okužbo}, {srednje}",9,0.8181818181818182
"{srednje}, {Sum na okužbo, Učitelj}",9,0.8181818181818182
"{Učitelj}, {Sum na okužbo}, {Okužba s Covid-19}",9,0.8181818181818182
"{srednje}, {Sum na okužbo}, {Okužba s Covid-19}",10,0.9090909090909091
"{Okužba s Covid-19, Vzgojitelj, srednje}",9,0.8181818181818182
"{srednje}, {Okužba s Covid-19, srednje}",10,0.9090909090909091
"{Sum na okužbo}, {srednje}, {srednje}",9,0.8181818181818182
"{srednje}, {srednje}, {Okužba s Covid-19}",10,0.9090909090909091
"{Učitelj}, {srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Okužba s Covid-19, srednje}, {Sum na okužbo}",9,0.8181818181818182
"{Sum na okužbo, Učitelj}, {Učitelj}",10,0.9090909090909091
"{Sum na okužbo}, {Učitelj}, {srednje}",9,0.8181818181818182
"{Sum na okužbo, Učitelj}, {Sum na okužbo}",9,0.8181818181818182
"{Sum na okužbo, srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{srednje}, {Vzgojitelj, srednje}",9,0.8181818181818182
"{srednje}, {Sum na okužbo}, {srednje}",10,0.9090909090909091
"{Učitelj}, {Sum na okužbo}, {srednje}",9,0.8181818181818182
"{Učitelj, srednje}, {srednje}",9,0.8181818181818182
"{Učitelj}, {Učitelj}, {Okužba s Covid-19}",9,0.8181818181818182
"{Učitelj}, {srednje}, {srednje}",9,0.8181818181818182
"{srednje}, {Učitelj}, {Okužba s Covid-19}",10,0.9090909090909091
"{srednje}, {srednje}, {srednje}",10,0.9090909090909091
"{srednje}, {Okužba s Covid-19}, {Okužba s Covid-19}",9,0.8181818181818182
"{Učitelj, srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo, srednje}, {srednje}",9,0.8181818181818182
"{Okužba s Covid-19}, {Vzgojitelj, srednje}",9,0.8181818181818182
"{Okužba s Covid-19, Učitelj, srednje}",9,0.8181818181818182
"{srednje}, {Učitelj}, {srednje}",10,0.9090909090909091
"{Drugi delavci, srednje}, {srednje}",9,0.8181818181818182
"{Učitelj}, {Učitelj}, {srednje}",9,0.8181818181818182
"{srednje}, {Okužba s Covid-19}, {srednje}",9,0.8181818181818182
"{Sum na okužbo}, {Okužba s Covid-19, srednje}",10,0.9090909090909091
"{Sum na okužbo}, {Učitelj, srednje}",9,0.8181818181818182
"{Okužba s Covid-19, srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo, Učitelj}, {Okužba s Covid-19}",10,0.9090909090909091
"{srednje}, {Učitelj, srednje}",10,0.9090909090909091
"{Okužba s Covid-19, srednje}, {Vzgojitelj}",9,0.8181818181818182
"{Sum na okužbo}, {Okužba s Covid-19, Učitelj}",9,0.8181818181818182
"{Sum na okužbo}, {Sum na okužbo}, {srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo}, {Sum na okužbo, srednje}, {srednje}",9,0.8181818181818182
"{Učitelj, srednje}, {Sum na okužbo, srednje}",9,0.8181818181818182
"{Učitelj}, {Sum na okužbo, srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Okužba s Covid-19, srednje}, {Okužba s Covid-19, srednje}",9,0.8181818181818182
"{srednje}, {Sum na okužbo, srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo}, {Okužba s Covid-19, Učitelj, srednje}",9,0.8181818181818182
"{Sum na okužbo, Učitelj}, {Okužba s Covid-19, srednje}",10,0.9090909090909091
"{Sum na okužbo, Učitelj}, {srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo}, {Sum na okužbo}, {srednje}, {srednje}",9,0.8181818181818182
"{Sum na okužbo, Učitelj}, {Sum na okužbo}, {srednje}",9,0.8181818181818182
"{Sum na okužbo}, {Sum na okužbo}, {Okužba s Covid-19, srednje}",9,0.8181818181818182
"{Sum na okužbo, Učitelj}, {Učitelj}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo}, {srednje}, {Okužba s Covid-19, srednje}",9,0.8181818181818182
