VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2020-12-21,Osrednja Slovenija,VRTEC,veliko,Okužba pri delavcu,srednje trajanje
2020-12-21,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-12-21,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-12-22,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-12-22,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-12-22,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
2020-12-22,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2020-12-23,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-12-23,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-12-23,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-12-24,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
2020-12-24,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-12-27,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
