VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2020-12-14,Osrednja Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-12-14,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo s Covid-19 pri učitelju,kratko trajanje
2020-12-14,Severna Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-12-15,Osrednja Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,kratko trajanje
2020-12-15,Osrednja Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-12-15,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-12-15,Osrednja Slovenija,VRTEC,srednje,Okužba s Covid-19 pri vzgojitelju,kratko trajanje
2020-12-15,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-12-16,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2020-12-16,Zahodna Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,kratko trajanje
2020-12-16,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,kratko trajanje
2020-12-16,Vzhodna Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri učitelju,srednje trajanje
2020-12-16,Zahodna Slovenija,VRTEC,srednje,Okužba s Covid-19 pri vzgojitelju,kratko trajanje
2020-12-17,Osrednja Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-12-17,Vzhodna Slovenija,VRTEC,veliko,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-12-17,Vzhodna Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-12-18,Osrednja Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,kratko trajanje
2020-12-18,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-12-19,Osrednja Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-12-20,Vzhodna Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri učitelju,srednje trajanje
2020-12-20,Vzhodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2020-12-20,Vzhodna Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-12-20,Osrednja Slovenija,VRTEC,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-12-20,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
