VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2021-03-15,Zahodna Slovenija,SREDNJA ŠOLA,srednje,Okužba pri delavcu,srednje trajanje
2021-03-15,Severna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,kratko trajanje
2021-03-15,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Osrednja Slovenija,SREDNJA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-03-15,Osrednja Slovenija,GLASBENA ŠOLA,zelo malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Osrednja Slovenija,SREDNJA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Osrednja Slovenija,SREDNJA ŠOLA,zelo veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Osrednja Slovenija,VRTEC,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Severna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2021-03-15,Vzhodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Severna Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Vzhodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-03-15,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Osrednja Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Vzhodna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Severna Slovenija,SREDNJA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Severna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,kratko trajanje
2021-03-15,Osrednja Slovenija,SREDNJA ŠOLA,srednje,Okužba pri delavcu,srednje trajanje
2021-03-15,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Vzhodna Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Vzhodna Slovenija,SREDNJA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2021-03-15,Vzhodna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,kratko trajanje
2021-03-15,Vzhodna Slovenija,SREDNJA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Severna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Vzhodna Slovenija,SREDNJA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-15,Osrednja Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-15,Vzhodna Slovenija,VRTEC,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Severna Slovenija,OSTALO,zelo malo,Okužba pri delavcu,srednje trajanje
2021-03-16,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Severna Slovenija,OSTALO,malo,Okužba pri delavcu,srednje trajanje
2021-03-16,Severna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2021-03-16,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,kratko trajanje
2021-03-16,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,SREDNJA ŠOLA,zelo veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Zahodna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2021-03-16,Vzhodna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,kratko trajanje
2021-03-16,Zahodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-03-16,Severna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,VRTEC,srednje,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Severna Slovenija,VRTEC,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Vzhodna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Vzhodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-03-16,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-03-16,Severna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Severna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,kratko trajanje
2021-03-16,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,srednje trajanje
2021-03-16,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Severna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Zahodna Slovenija,OSNOVNA ŠOLA,zelo malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Severna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,VRTEC,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Vzhodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-03-16,Severna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,SREDNJA ŠOLA,zelo veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-03-16,Osrednja Slovenija,OSTALO,veliko,Sum na okužbo pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,VRTEC,zelo malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Vzhodna Slovenija,SREDNJA ŠOLA,zelo veliko,Sum na okužbo pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Severna Slovenija,SREDNJA ŠOLA,zelo veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Zahodna Slovenija,SREDNJA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Vzhodna Slovenija,VRTEC,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-16,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-03-16,Zahodna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-16,Vzhodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-17,Severna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-17,Severna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-03-17,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-17,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-03-17,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-03-17,Zahodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-03-17,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-03-17,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-03-17,Severna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-03-17,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-03-17,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
