VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2020-11-09,Vzhodna Slovenija,VRTEC,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-11-09,Zahodna Slovenija,OSTALO,veliko,Okužba pri otroku / učencu / dijaku,dolgo trajanje
2020-11-10,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-11-11,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-11-11,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-11-12,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-11-12,Osrednja Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-11-12,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
2020-11-13,Zahodna Slovenija,GLASBENA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
