VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2020-11-16,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
2020-11-16,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-11-17,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-11-18,Vzhodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2020-11-18,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-11-19,Osrednja Slovenija,VRTEC,malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2020-11-20,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
