VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2020-10-26,Vzhodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-10-26,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-10-26,Severna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2020-10-26,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2020-10-26,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,kratko trajanje
2020-10-26,Severna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-10-26,Vzhodna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2020-10-26,Vzhodna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-10-26,Zahodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-10-26,Vzhodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2020-10-26,Vzhodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-10-26,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-10-26,Zahodna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2020-10-26,Severna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-10-26,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,kratko trajanje
2020-10-26,Severna Slovenija,VRTEC,srednje,Okužba pri delavcu,kratko trajanje
2020-10-26,Osrednja Slovenija,VRTEC,veliko,Sum na okužbo pri delavcu,srednje trajanje
2020-10-26,Osrednja Slovenija,VRTEC,srednje,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2020-10-26,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,kratko trajanje
2020-10-26,Osrednja Slovenija,VRTEC,veliko,Sum na okužbo pri delavcu,kratko trajanje
2020-10-26,Osrednja Slovenija,VRTEC,srednje,Sum na okužbo pri delavcu,kratko trajanje
