REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
Central Slovenia,GLASBENA ŠOLA,malo,Okužba pri delavcu,srednje
Eastern Slovenia,SREDNJA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko
Eastern Slovenia,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje
Eastern Slovenia,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje
Western Slovenia,GLASBENA ŠOLA,srednje,Okužba pri delavcu,kratko
Western Slovenia,GLASBENA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje
