VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2021-02-15,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-15,Osrednja Slovenija,GLASBENA ŠOLA,srednje,Sum na okužbo pri delavcu,kratko trajanje
2021-02-15,Osrednja Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
2021-02-15,Vzhodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-02-15,Osrednja Slovenija,OSTALO,zelo malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-02-15,Osrednja Slovenija,VRTEC,malo,Sum na okužbo pri delavcu,kratko trajanje
2021-02-15,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-02-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-02-15,Osrednja Slovenija,VRTEC,veliko,Sum na okužbo pri otroku / učencu / dijaku,kratko trajanje
2021-02-15,Osrednja Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-02-15,Severna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2021-02-15,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,kratko trajanje
2021-02-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,kratko trajanje
2021-02-15,Vzhodna Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri delavcu,kratko trajanje
2021-02-15,Osrednja Slovenija,OSNOVNA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2021-02-15,Vzhodna Slovenija,OSNOVNA ŠOLA,malo,Sum na okužbo pri delavcu,kratko trajanje
2021-02-15,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,srednje trajanje
2021-02-15,Osrednja Slovenija,VRTEC,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-15,Vzhodna Slovenija,VRTEC,veliko,Okužba pri delavcu,srednje trajanje
2021-02-15,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,srednje trajanje
2021-02-15,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-02-15,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,srednje trajanje
2021-02-15,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,kratko trajanje
2021-02-15,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-15,Zahodna Slovenija,VRTEC,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-15,Osrednja Slovenija,VRTEC,veliko,Okužba pri delavcu,srednje trajanje
2021-02-15,Zahodna Slovenija,OSTALO,zelo malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-02-15,Vzhodna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-15,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-02-15,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Sum na okužbo pri delavcu,kratko trajanje
2021-02-15,Zahodna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,kratko trajanje
2021-02-16,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,srednje trajanje
2021-02-16,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-16,Osrednja Slovenija,OSTALO,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-16,Osrednja Slovenija,OSNOVNA ŠOLA,srednje,Sum na okužbo pri delavcu,kratko trajanje
2021-02-16,Osrednja Slovenija,VRTEC,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-02-16,Zahodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-02-16,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri delavcu,kratko trajanje
2021-02-16,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-02-16,Vzhodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-02-16,Osrednja Slovenija,VRTEC,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-02-16,Osrednja Slovenija,GLASBENA ŠOLA,malo,Sum na okužbo pri delavcu,srednje trajanje
