VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2021-01-11,Severna Slovenija,OSTALO,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-11,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-01-11,Osrednja Slovenija,VRTEC,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-11,Severna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-11,Osrednja Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-01-11,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-11,Severna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,kratko trajanje
2021-01-12,Vzhodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-01-12,Vzhodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-01-12,Osrednja Slovenija,OSTALO,zelo malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-01-12,Osrednja Slovenija,OSTALO,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-12,Osrednja Slovenija,OSNOVNA ŠOLA,malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-01-12,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-01-12,Osrednja Slovenija,OSNOVNA ŠOLA,zelo malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-01-12,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-01-12,Vzhodna Slovenija,VRTEC,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-12,Osrednja Slovenija,OSTALO,zelo malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-01-13,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,kratko trajanje
2021-01-13,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-13,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-13,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-13,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-13,Vzhodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,srednje trajanje
2021-01-13,Osrednja Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-13,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-14,Osrednja Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-14,Vzhodna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-14,Osrednja Slovenija,OSNOVNA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2021-01-14,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-15,Osrednja Slovenija,SREDNJA ŠOLA,zelo malo,Okužba pri delavcu,kratko trajanje
2021-01-15,Vzhodna Slovenija,VRTEC,veliko,Okužba pri delavcu,srednje trajanje
2021-01-15,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-15,Vzhodna Slovenija,VRTEC,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-15,Zahodna Slovenija,OSNOVNA ŠOLA,zelo malo,Sum na okužbo pri delavcu,srednje trajanje
2021-01-15,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-16,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-16,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-01-17,Severna Slovenija,VRTEC,malo,Okužba pri delavcu,kratko trajanje
2021-01-17,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
