VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2020-11-23,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-11-23,Osrednja Slovenija,VRTEC,veliko,Okužba pri delavcu,srednje trajanje
2020-11-23,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-11-24,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
2020-11-25,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-11-25,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2020-11-25,Zahodna Slovenija,VRTEC,malo,Sum na okužbo pri delavcu,kratko trajanje
2020-11-25,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,kratko trajanje
2020-11-26,Severna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
2020-11-27,Zahodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-11-28,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-11-29,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2020-11-29,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
