VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2021-01-04,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-05,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-06,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-06,Vzhodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-07,Osrednja Slovenija,VRTEC,malo,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-01-07,Vzhodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-01-07,Vzhodna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-01-07,Vzhodna Slovenija,VRTEC,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-07,Zahodna Slovenija,OSTALO,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-07,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-01-07,Osrednja Slovenija,VRTEC,srednje,Sum na okužbo pri delavcu,srednje trajanje
2021-01-07,Severna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-07,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-01-07,Vzhodna Slovenija,VRTEC,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-01-08,Zahodna Slovenija,VRTEC,zelo malo,Okužba pri delavcu,srednje trajanje
2021-01-08,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,srednje trajanje
2021-01-10,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
