VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2021-04-12,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,srednje trajanje
2021-04-12,Zahodna Slovenija,OSTALO,zelo malo,Okužba pri delavcu,srednje trajanje
2021-04-12,Vzhodna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-12,Zahodna Slovenija,VRTEC,zelo malo,Sum na okužbo pri delavcu,kratko trajanje
2021-04-12,Vzhodna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-13,Osrednja Slovenija,VRTEC,malo,Okužba pri delavcu,kratko trajanje
2021-04-13,Vzhodna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-13,Zahodna Slovenija,SREDNJA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-04-13,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2021-04-13,Osrednja Slovenija,SREDNJA ŠOLA,zelo veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-13,Vzhodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-13,Severna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-13,Severna Slovenija,OSTALO,zelo malo,Okužba pri delavcu,srednje trajanje
2021-04-13,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-04-14,Vzhodna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Severna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Sum na okužbo pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Osrednja Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Osrednja Slovenija,OSTALO,zelo malo,Okužba pri delavcu,srednje trajanje
2021-04-14,Zahodna Slovenija,VRTEC,malo,Okužba pri delavcu,srednje trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Vzhodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Vzhodna Slovenija,SREDNJA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-14,Severna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,srednje trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri delavcu,srednje trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2021-04-14,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri delavcu,srednje trajanje
2021-04-14,Osrednja Slovenija,SREDNJA ŠOLA,zelo malo,Okužba pri otroku / učencu / dijaku,kratko trajanje
2021-04-14,Osrednja Slovenija,OSNOVNA ŠOLA,malo,Okužba pri delavcu,srednje trajanje
2021-04-14,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri delavcu,srednje trajanje
2021-04-14,Severna Slovenija,SREDNJA ŠOLA,zelo veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-15,Severna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-15,Osrednja Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-15,Zahodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2021-04-15,Osrednja Slovenija,OSNOVNA ŠOLA,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
