Rule,Confidence
{VRTEC} => {malo},0.8571428571428571
{malo} => {malo},0.8571428571428571
{srednje} => {VRTEC},1.0
{srednje} => {malo},1.0
{VRTEC} => {VRTEC},0.8571428571428571
{malo} => {VRTEC},0.8571428571428571
"{srednje} => {VRTEC, malo}",1.0
"{VRTEC} => {VRTEC, malo}",0.8571428571428571
"{malo} => {VRTEC, malo}",0.8571428571428571
"{VRTEC, malo} => {malo}",0.8571428571428571
"{VRTEC, srednje} => {VRTEC}",1.0
"{malo, srednje} => {malo}",1.0
"{VRTEC, srednje} => {malo}",1.0
"{VRTEC, malo} => {VRTEC}",0.8571428571428571
"{malo, srednje} => {VRTEC}",1.0
"{VRTEC, malo, srednje} => {VRTEC}",1.0
"{malo, srednje} => {VRTEC, malo}",1.0
"{VRTEC, malo} => {VRTEC, malo}",0.8571428571428571
"{VRTEC, srednje} => {VRTEC, malo}",1.0
"{VRTEC, malo, srednje} => {malo}",1.0
"{VRTEC, malo, srednje} => {VRTEC, malo}",1.0
