Sequence,Support,Relative Frequency
{8 days},8,0.7272727272727273
{10 days},9,0.8181818181818182
{6 days},6,0.5454545454545454
{9 days},11,1.0
{7. razred},9,0.8181818181818182
{malo},8,0.7272727272727273
{Okužba s Covid-19 pri učencu ali več učencih oddelka},11,1.0
{6. razred},6,0.5454545454545454
{9. razred},6,0.5454545454545454
{veliko},10,0.9090909090909091
{8. razred},9,0.8181818181818182
{srednje},10,0.9090909090909091
{Okužba s Covid-19 pri učitelju},6,0.5454545454545454
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka},8,0.7272727272727273
{4. razred},8,0.7272727272727273
{2. letnik},6,0.5454545454545454
{7 days},6,0.5454545454545454
{3. razred},6,0.5454545454545454
{2. razred},9,0.8181818181818182
"{3. razred}, {veliko}",6,0.5454545454545454
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {8 days}",6,0.5454545454545454
"{10 days}, {9 days}",7,0.6363636363636364
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",9,0.8181818181818182
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {9 days}",7,0.6363636363636364
"{veliko}, {srednje}",9,0.8181818181818182
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {6. razred}",6,0.5454545454545454
"{srednje}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",6,0.5454545454545454
"{veliko}, {2. letnik}",6,0.5454545454545454
"{8. razred}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",7,0.6363636363636364
"{srednje}, {4. razred}",7,0.6363636363636364
"{8. razred}, {4. razred}",6,0.5454545454545454
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",8,0.7272727272727273
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {4. razred}",6,0.5454545454545454
"{veliko}, {7 days}",6,0.5454545454545454
"{8 days, srednje}",6,0.5454545454545454
"{10 days}, {8. razred}",6,0.5454545454545454
"{10 days}, {srednje}",7,0.6363636363636364
"{9 days}, {6. razred}",6,0.5454545454545454
"{7. razred, 9 days}",6,0.5454545454545454
"{srednje}, {8 days}",6,0.5454545454545454
"{8 days, Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5454545454545454
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {8. razred}",6,0.5454545454545454
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {srednje}",6,0.5454545454545454
"{9 days}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",8,0.7272727272727273
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {8 days}",6,0.5454545454545454
"{9 days}, {4. razred}",7,0.6363636363636364
"{9 days}, {Okužba s Covid-19 pri učitelju}",6,0.5454545454545454
"{7. razred}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",6,0.5454545454545454
"{srednje}, {9 days}",9,0.8181818181818182
"{8. razred}, {9 days}",9,0.8181818181818182
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {9 days}",11,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, veliko}",9,0.8181818181818182
"{veliko}, {malo}",7,0.6363636363636364
"{srednje}, {7. razred}",7,0.6363636363636364
"{7. razred}, {10 days}",6,0.5454545454545454
"{veliko}, {7. razred}",6,0.5454545454545454
"{2. razred}, {10 days}",7,0.6363636363636364
"{9. razred}, {9 days}",6,0.5454545454545454
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {7. razred}",8,0.7272727272727273
"{9 days}, {9 days}",11,1.0
"{9 days}, {6 days}",6,0.5454545454545454
"{srednje}, {8. razred}",7,0.6363636363636364
"{veliko}, {8. razred}",9,0.8181818181818182
"{8. razred}, {8. razred}",6,0.5454545454545454
"{srednje}, {srednje}",9,0.8181818181818182
"{8. razred}, {srednje}",7,0.6363636363636364
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {8. razred}",8,0.7272727272727273
"{10 days}, {malo}",6,0.5454545454545454
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",10,0.9090909090909091
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {2. letnik}",6,0.5454545454545454
"{srednje}, {7 days}",6,0.5454545454545454
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",8,0.7272727272727273
"{veliko}, {2. razred}",8,0.7272727272727273
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",6,0.5454545454545454
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {veliko}",7,0.6363636363636364
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {7 days}",6,0.5454545454545454
"{Okužba s Covid-19 pri učitelju}, {9 days}",6,0.5454545454545454
"{4. razred}, {9 days}",6,0.5454545454545454
"{8. razred, 9 days}",7,0.6363636363636364
"{9. razred}, {srednje}",6,0.5454545454545454
"{2. razred, Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5454545454545454
"{7. razred}, {6. razred}",6,0.5454545454545454
"{9 days}, {srednje}",9,0.8181818181818182
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka, veliko}",7,0.6363636363636364
"{9 days, Okužba s Covid-19 pri učencu ali več učencih oddelka}",11,1.0
"{9 days}, {2. letnik}",6,0.5454545454545454
"{4. razred, Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5454545454545454
"{2. razred}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",6,0.5454545454545454
"{9 days}, {7 days}",6,0.5454545454545454
"{7 days}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5454545454545454
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {2. razred}",7,0.6363636363636364
"{4. razred}, {srednje}",6,0.5454545454545454
"{9 days}, {8 days}",7,0.6363636363636364
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,0.9090909090909091
"{srednje}, {malo}",8,0.7272727272727273
"{veliko}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,0.9090909090909091
