Sequence,Support,Relative Frequency
{srednje},10,1.0
{Okužba s Covid-19 pri učencu ali več učencih oddelka},10,1.0
{OSNOVNA ŠOLA},10,1.0
{veliko},9,0.9
{kratko},8,0.8
"{srednje, veliko}",8,0.8
"{OSNOVNA ŠOLA}, {kratko}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{OSNOVNA ŠOLA}, {srednje}",10,1.0
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",10,1.0
"{OSNOVNA ŠOLA}, {veliko}",9,0.9
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{srednje}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, veliko}",8,0.8
"{srednje}, {srednje}",10,1.0
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{srednje}, {OSNOVNA ŠOLA}",10,1.0
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{OSNOVNA ŠOLA, srednje}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",9,0.9
"{srednje}, {veliko}",9,0.9
"{OSNOVNA ŠOLA, veliko}",9,0.9
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",10,1.0
"{srednje}, {srednje}, {kratko}",8,0.8
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",9,0.9
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, srednje}",10,1.0
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",10,1.0
"{OSNOVNA ŠOLA, srednje}, {veliko}",9,0.9
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",10,1.0
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}, {srednje}",9,0.9
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",8,0.8
"{srednje}, {srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",8,0.8
"{srednje}, {srednje}, {srednje}",9,0.9
"{srednje}, {srednje}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}, {srednje}",9,0.9
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, veliko}",8,0.8
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA, srednje}",10,1.0
"{srednje}, {srednje}, {veliko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.9
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {kratko}",8,0.8
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}, {veliko}",8,0.8
"{srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{srednje}, {OSNOVNA ŠOLA, srednje}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {srednje}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{OSNOVNA ŠOLA}, {srednje, veliko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {OSNOVNA ŠOLA}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {srednje}",9,0.9
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",9,0.9
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",8,0.8
"{srednje}, {OSNOVNA ŠOLA}, {kratko}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",10,1.0
"{OSNOVNA ŠOLA}, {srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}, {srednje}",9,0.9
"{OSNOVNA ŠOLA}, {srednje}, {OSNOVNA ŠOLA}",8,0.8
"{srednje}, {OSNOVNA ŠOLA}, {srednje}",9,0.9
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",10,1.0
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",10,1.0
"{OSNOVNA ŠOLA, srednje}, {kratko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje, veliko}",8,0.8
"{srednje}, {OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA, srednje, veliko}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{OSNOVNA ŠOLA, srednje}, {srednje}",10,1.0
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA}",10,1.0
"{srednje}, {srednje, veliko}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}, {veliko}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",9,0.9
"{srednje}, {OSNOVNA ŠOLA}, {veliko}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{OSNOVNA ŠOLA}, {srednje}, {srednje}, {srednje}",8,0.8
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {srednje}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}, {srednje}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje, veliko}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {veliko}",9,0.9
"{OSNOVNA ŠOLA, srednje}, {srednje, veliko}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {srednje}, {kratko}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, srednje}, {veliko}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {srednje}, {srednje}",9,0.9
"{srednje}, {OSNOVNA ŠOLA}, {srednje}, {srednje}",8,0.8
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {veliko}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {srednje}",9,0.9
"{srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}, {OSNOVNA ŠOLA, srednje}",8,0.8
"{srednje}, {srednje}, {srednje}, {srednje}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.9
"{srednje}, {OSNOVNA ŠOLA, srednje}, {veliko}",8,0.8
"{srednje}, {srednje}, {srednje}, {OSNOVNA ŠOLA}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",10,1.0
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",9,0.9
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {srednje, veliko}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA}",8,0.8
"{srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {OSNOVNA ŠOLA, srednje}",8,0.8
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}, {srednje}, {OSNOVNA ŠOLA}",8,0.8
"{srednje}, {srednje}, {OSNOVNA ŠOLA, srednje}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA}, {veliko}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",9,0.9
"{OSNOVNA ŠOLA, srednje}, {srednje}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",9,0.9
