Rule,Confidence
{zelo malo} => {1. star. obd.},0.6
{zelo malo} => {Komb. 1. in 2. star. obd.},0.6
{Komb. 1. in 2. star. obd.} => {9 days},0.875
{9 days} => {9 days},0.5454545454545454
{zelo malo} => {Okužba s Covid-19 pri vzgojitelju},0.7
{Komb. 1. in 2. star. obd.} => {Komb. 1. in 2. star. obd.},0.75
{9 days} => {Komb. 1. in 2. star. obd.},0.6363636363636364
{Komb. 1. in 2. star. obd.} => {Okužba s Covid-19 pri vzgojitelju},0.875
{zelo malo} => {zelo malo},0.8
{9 days} => {Okužba s Covid-19 pri vzgojitelju},0.6363636363636364
{Komb. 1. in 2. star. obd.} => {zelo malo},0.75
{zelo malo} => {9 days},0.7
{9 days} => {zelo malo},0.5454545454545454
{1. star. obd.} => {1. star. obd.},0.75
"{zelo malo} => {1. star. obd., zelo malo}",0.6
"{9 days} => {Komb. 1. in 2. star. obd., Okužba s Covid-19 pri vzgojitelju}",0.5454545454545454
"{9 days} => {Komb. 1. in 2. star. obd., zelo malo}",0.5454545454545454
"{1. star. obd., zelo malo} => {1. star. obd.}",0.8571428571428571
"{Komb. 1. in 2. star. obd., zelo malo} => {Okužba s Covid-19 pri vzgojitelju}",0.8571428571428571
"{zelo malo} => {9 days, zelo malo}",0.6
"{Komb. 1. in 2. star. obd., zelo malo} => {zelo malo}",0.8571428571428571
"{9 days, zelo malo} => {zelo malo}",0.75
"{Komb. 1. in 2. star. obd., zelo malo} => {9 days}",0.8571428571428571
"{9 days, zelo malo} => {Komb. 1. in 2. star. obd.}",0.75
"{zelo malo} => {Okužba s Covid-19 pri vzgojitelju, zelo malo}",0.6
