Sequence,Support,Relative Frequency
{zelo malo},4,0.5714285714285714
{9 days},6,0.8571428571428571
{2. star. obd.},5,0.7142857142857143
{Okužba s Covid-19 pri vzgojitelju},5,0.7142857142857143
{1. star. obd.},5,0.7142857142857143
{srednje},4,0.5714285714285714
{malo},7,1.0
"{Okužba s Covid-19 pri vzgojitelju}, {malo}",4,0.5714285714285714
"{1. star. obd.}, {9 days}",4,0.5714285714285714
"{9 days}, {2. star. obd.}",5,0.7142857142857143
"{Okužba s Covid-19 pri vzgojitelju}, {1. star. obd.}",4,0.5714285714285714
"{9 days, Okužba s Covid-19 pri vzgojitelju}",5,0.7142857142857143
"{1. star. obd.}, {2. star. obd.}",4,0.5714285714285714
"{Okužba s Covid-19 pri vzgojitelju}, {9 days}",4,0.5714285714285714
"{malo}, {srednje}",4,0.5714285714285714
"{malo}, {9 days}",5,0.7142857142857143
"{9 days, zelo malo}",4,0.5714285714285714
"{9 days}, {malo}",4,0.5714285714285714
"{Okužba s Covid-19 pri vzgojitelju, malo}",5,0.7142857142857143
"{malo}, {2. star. obd.}",5,0.7142857142857143
"{9 days, malo}",5,0.7142857142857143
"{9 days}, {1. star. obd.}",4,0.5714285714285714
"{1. star. obd.}, {malo}",4,0.5714285714285714
"{9 days}, {srednje}",4,0.5714285714285714
"{1. star. obd., 9 days}",5,0.7142857142857143
"{9 days}, {9 days}",5,0.7142857142857143
"{1. star. obd., malo}",5,0.7142857142857143
"{1. star. obd.}, {1. star. obd.}",4,0.5714285714285714
"{2. star. obd., 9 days}",5,0.7142857142857143
"{9 days}, {2. star. obd., 9 days}",5,0.7142857142857143
"{9 days, Okužba s Covid-19 pri vzgojitelju}, {1. star. obd.}",4,0.5714285714285714
"{1. star. obd.}, {1. star. obd., malo}",4,0.5714285714285714
"{1. star. obd., 9 days}, {2. star. obd.}",4,0.5714285714285714
"{9 days, Okužba s Covid-19 pri vzgojitelju}, {9 days}",4,0.5714285714285714
"{1. star. obd.}, {2. star. obd., 9 days}",4,0.5714285714285714
"{9 days, malo}, {srednje}",4,0.5714285714285714
"{9 days, malo}, {9 days}",5,0.7142857142857143
"{9 days, Okužba s Covid-19 pri vzgojitelju, malo}",4,0.5714285714285714
"{Okužba s Covid-19 pri vzgojitelju}, {1. star. obd., malo}",4,0.5714285714285714
"{9 days, malo}, {2. star. obd.}",5,0.7142857142857143
"{malo}, {2. star. obd., 9 days}",5,0.7142857142857143
"{1. star. obd., 9 days}, {malo}",4,0.5714285714285714
"{Okužba s Covid-19 pri vzgojitelju, malo}, {9 days}",4,0.5714285714285714
"{1. star. obd., 9 days}, {1. star. obd.}",4,0.5714285714285714
"{1. star. obd., 9 days, malo}",4,0.5714285714285714
"{9 days, Okužba s Covid-19 pri vzgojitelju}, {malo}",4,0.5714285714285714
"{1. star. obd., 9 days}, {9 days}",4,0.5714285714285714
"{9 days}, {1. star. obd., malo}",4,0.5714285714285714
"{1. star. obd., 9 days}, {1. star. obd., malo}",4,0.5714285714285714
"{9 days, malo}, {2. star. obd., 9 days}",5,0.7142857142857143
"{9 days, Okužba s Covid-19 pri vzgojitelju}, {1. star. obd., malo}",4,0.5714285714285714
"{1. star. obd., 9 days}, {2. star. obd., 9 days}",4,0.5714285714285714
"{9 days, Okužba s Covid-19 pri vzgojitelju, malo}, {9 days}",4,0.5714285714285714
