Rule,Confidence
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje} => {srednje}",0.9090909090909091
"{OSNOVNA ŠOLA} => {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",0.8181818181818182
"{OSNOVNA ŠOLA, srednje} => {srednje}, {veliko}",0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {srednje} => {veliko}",0.9
"{OSNOVNA ŠOLA, srednje} => {Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",0.8181818181818182
"{srednje} => {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",0.8181818181818182
"{srednje} => {srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",0.8181818181818182
"{srednje}, {srednje} => {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",0.9
"{OSNOVNA ŠOLA, srednje} => {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}",0.8181818181818182
"{OSNOVNA ŠOLA, srednje} => {srednje}, {srednje}, {srednje}",0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {srednje} => {srednje}, {srednje}",0.9
"{OSNOVNA ŠOLA, srednje}, {srednje}, {srednje} => {srednje}",0.9
"{OSNOVNA ŠOLA, srednje} => {srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {srednje} => {OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",0.9
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje} => {srednje}, {srednje}",0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka, srednje}, {srednje} => {srednje}",1.0
