Sequence,Support,Relative Frequency
{Okužba s Covid-19 pri drugem strokovnem delavcu},7,0.5833333333333334
{Okužba s Covid-19 pri učitelju},8,0.6666666666666666
{Okužba s Covid-19 pri učencu ali več učencih oddelka},6,0.5
{3. razred},6,0.5
{9 days},10,0.8333333333333334
{zelo malo},11,0.9166666666666666
{2. razred},6,0.5
{malo},12,1.0
{2. star. obd.},8,0.6666666666666666
{srednje},7,0.5833333333333334
{7 days},6,0.5
{1. star. obd.},7,0.5833333333333334
{10 days},10,0.8333333333333334
{4. razred},7,0.5833333333333334
{Komb. 1. in 2. star. obd.},11,0.9166666666666666
{Okužba s Covid-19 pri vzgojitelju},8,0.6666666666666666
{Okužba s Covid-19 pri otroku ali več otrocih skupine},6,0.5
"{malo}, {1. star. obd.}",6,0.5
"{malo}, {10 days}",9,0.75
"{Okužba s Covid-19 pri drugem strokovnem delavcu, zelo malo}",7,0.5833333333333334
"{Okužba s Covid-19 pri učitelju}, {4. razred}",6,0.5
"{zelo malo}, {7 days}",6,0.5
"{malo}, {zelo malo}",9,0.75
"{Okužba s Covid-19 pri učitelju}, {9 days}",6,0.5
"{zelo malo}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",6,0.5
"{malo}, {srednje}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {zelo malo}",6,0.5
"{2. razred}, {10 days}",6,0.5
"{10 days}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{10 days}, {Komb. 1. in 2. star. obd.}",8,0.6666666666666666
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {9 days}",6,0.5
"{Komb. 1. in 2. star. obd., zelo malo}",7,0.5833333333333334
"{2. star. obd.}, {1. star. obd.}",7,0.5833333333333334
"{2. star. obd.}, {10 days}",7,0.5833333333333334
"{Okužba s Covid-19 pri vzgojitelju}, {malo}",7,0.5833333333333334
"{9 days}, {9 days}",8,0.6666666666666666
"{zelo malo}, {1. star. obd.}",7,0.5833333333333334
"{zelo malo}, {10 days}",10,0.8333333333333334
"{malo}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{2. star. obd.}, {zelo malo}",7,0.5833333333333334
"{Okužba s Covid-19 pri učitelju}, {malo}",7,0.5833333333333334
"{zelo malo}, {zelo malo}",10,0.8333333333333334
"{Komb. 1. in 2. star. obd.}, {malo}",8,0.6666666666666666
"{zelo malo}, {srednje}",7,0.5833333333333334
"{1. star. obd.}, {malo}",6,0.5
"{1. star. obd.}, {2. star. obd.}",6,0.5
"{10 days}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5
"{Okužba s Covid-19 pri vzgojitelju}, {zelo malo}",6,0.5
"{4. razred}, {Komb. 1. in 2. star. obd.}",6,0.5
"{9 days}, {malo}",8,0.6666666666666666
"{Okužba s Covid-19 pri učitelju, zelo malo}",7,0.5833333333333334
"{Okužba s Covid-19 pri učitelju}, {zelo malo}",7,0.5833333333333334
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {1. star. obd.}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {10 days}",6,0.5
"{zelo malo}, {Okužba s Covid-19 pri učitelju}",8,0.6666666666666666
"{1. star. obd.}, {zelo malo}",6,0.5
"{Komb. 1. in 2. star. obd.}, {9 days}",7,0.5833333333333334
"{2. star. obd., Okužba s Covid-19 pri vzgojitelju}",7,0.5833333333333334
"{1. star. obd., zelo malo}",6,0.5
"{2. star. obd., malo}",6,0.5
"{malo}, {Komb. 1. in 2. star. obd.}",7,0.5833333333333334
"{9 days}, {zelo malo}",8,0.6666666666666666
"{Okužba s Covid-19 pri vzgojitelju, malo}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{Okužba s Covid-19 pri učitelju}, {Okužba s Covid-19 pri učitelju}",7,0.5833333333333334
"{9 days}, {srednje}",6,0.5
"{10 days, 2. star. obd.}",6,0.5
"{4. razred}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {Komb. 1. in 2. star. obd.}",6,0.5
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",6,0.5
"{10 days}, {4. razred}",7,0.5833333333333334
"{Komb. 1. in 2. star. obd.}, {2. star. obd.}",6,0.5
"{3. razred}, {9 days}",6,0.5
"{9 days, malo}",6,0.5
"{Okužba s Covid-19 pri vzgojitelju}, {1. star. obd.}",6,0.5
"{Okužba s Covid-19 pri vzgojitelju}, {10 days}",6,0.5
"{2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",7,0.5833333333333334
"{2. star. obd.}, {Komb. 1. in 2. star. obd.}",6,0.5
"{9 days}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{Okužba s Covid-19 pri učitelju}, {10 days}",7,0.5833333333333334
"{zelo malo}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",7,0.5833333333333334
"{malo}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5
"{zelo malo}, {Komb. 1. in 2. star. obd.}",8,0.6666666666666666
"{Komb. 1. in 2. star. obd.}, {1. star. obd.}",6,0.5
"{Komb. 1. in 2. star. obd.}, {10 days}",7,0.5833333333333334
"{1. star. obd.}, {10 days}",6,0.5
"{Komb. 1. in 2. star. obd.}, {zelo malo}",8,0.6666666666666666
"{9 days, zelo malo}",8,0.6666666666666666
"{10 days}, {malo}",8,0.6666666666666666
"{10 days}, {2. star. obd.}",6,0.5
"{Okužba s Covid-19 pri vzgojitelju}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{zelo malo}, {Okužba s Covid-19 pri vzgojitelju}",6,0.5
"{10 days}, {2. razred}",6,0.5
"{9 days}, {10 days}",8,0.6666666666666666
"{Okužba s Covid-19 pri učitelju}, {Komb. 1. in 2. star. obd.}",6,0.5
"{zelo malo}, {4. razred}",7,0.5833333333333334
"{1. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{4. razred}, {9 days}",7,0.5833333333333334
"{zelo malo}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5
"{2. star. obd., 9 days}",7,0.5833333333333334
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{3. razred}, {zelo malo}",6,0.5
"{10 days}, {zelo malo}",9,0.75
"{10 days}, {srednje}",6,0.5
"{10 days}, {9 days}",8,0.6666666666666666
"{9 days}, {Komb. 1. in 2. star. obd.}",6,0.5
"{2. star. obd.}, {malo}",8,0.6666666666666666
"{2. star. obd.}, {2. star. obd.}",6,0.5
"{3. razred, zelo malo}",6,0.5
"{malo}, {9 days}",8,0.6666666666666666
"{10 days, zelo malo}",8,0.6666666666666666
"{4. razred, Okužba s Covid-19 pri učitelju}",6,0.5
"{zelo malo}, {malo}",11,0.9166666666666666
"{zelo malo}, {2. star. obd.}",7,0.5833333333333334
"{zelo malo}, {2. razred}",6,0.5
"{2. razred}, {zelo malo}",6,0.5
"{10 days}, {Okužba s Covid-19 pri učitelju}",7,0.5833333333333334
"{2. razred}, {9 days}",6,0.5
"{Okužba s Covid-19 pri otroku ali več otrocih skupine}, {malo}",6,0.5
"{4. razred}, {10 days}",6,0.5
"{2. star. obd.}, {9 days}",6,0.5
"{4. razred}, {zelo malo}",7,0.5833333333333334
"{malo}, {malo}",6,0.5
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",7,0.5833333333333334
"{Okužba s Covid-19 pri učitelju}, {2. razred}",6,0.5
"{malo}, {2. star. obd.}",6,0.5
"{2. star. obd., zelo malo}",7,0.5833333333333334
"{zelo malo}, {9 days}",10,0.8333333333333334
"{9 days, Komb. 1. in 2. star. obd.}",7,0.5833333333333334
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {malo}",7,0.5833333333333334
"{2. razred}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{10 days}, {1. star. obd.}",6,0.5
"{10 days}, {10 days}",9,0.75
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {2. star. obd.}",6,0.5
"{Okužba s Covid-19 pri vzgojitelju, zelo malo}",6,0.5
"{10 days, malo}",8,0.6666666666666666
"{zelo malo}, {10 days}, {srednje}",6,0.5
"{Okužba s Covid-19 pri učitelju, zelo malo}, {10 days}",7,0.5833333333333334
"{2. star. obd.}, {malo}, {zelo malo}",6,0.5
"{Okužba s Covid-19 pri učitelju}, {malo}, {10 days}",6,0.5
"{4. razred}, {9 days, zelo malo}",6,0.5
"{2. star. obd., zelo malo}, {1. star. obd.}",6,0.5
"{10 days}, {1. star. obd.}, {malo}",6,0.5
"{9 days}, {10 days}, {zelo malo}",7,0.5833333333333334
"{zelo malo}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {9 days}",6,0.5
"{4. razred}, {9 days}, {9 days}",6,0.5
"{10 days}, {4. razred}, {zelo malo}",7,0.5833333333333334
"{4. razred}, {zelo malo}, {zelo malo}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {10 days}, {zelo malo}",6,0.5
"{malo}, {9 days, zelo malo}",7,0.5833333333333334
"{Okužba s Covid-19 pri učitelju}, {zelo malo}, {10 days}",7,0.5833333333333334
"{10 days}, {10 days}, {Komb. 1. in 2. star. obd.}",6,0.5
"{zelo malo}, {2. star. obd.}, {10 days}",7,0.5833333333333334
"{2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {10 days}",6,0.5
"{10 days, malo}, {zelo malo}",7,0.5833333333333334
"{10 days}, {2. razred}, {10 days}",6,0.5
"{2. star. obd.}, {Komb. 1. in 2. star. obd.}, {9 days}",6,0.5
"{10 days}, {malo}, {zelo malo}",8,0.6666666666666666
"{1. star. obd.}, {2. star. obd.}, {zelo malo}",6,0.5
"{zelo malo}, {4. razred}, {10 days}",6,0.5
"{2. star. obd.}, {10 days, zelo malo}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {malo}, {10 days}",6,0.5
"{2. star. obd., 9 days}, {10 days}",6,0.5
"{zelo malo}, {10 days, zelo malo}",8,0.6666666666666666
"{Okužba s Covid-19 pri učitelju}, {Okužba s Covid-19 pri učitelju}, {10 days}",6,0.5
"{9 days}, {zelo malo}, {10 days}",7,0.5833333333333334
"{zelo malo}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {1. star. obd.}",6,0.5
"{zelo malo}, {2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{zelo malo}, {9 days, zelo malo}",8,0.6666666666666666
"{Okužba s Covid-19 pri drugem strokovnem delavcu, zelo malo}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{10 days}, {4. razred, Okužba s Covid-19 pri učitelju}",6,0.5
"{Komb. 1. in 2. star. obd.}, {2. star. obd.}, {2. star. obd.}",6,0.5
