Sequence,Support,Relative Frequency
{Okužba s Covid-19 pri vzgojitelju},5,1.0
{Osrednja Slovenija},5,1.0
{srednje trajanje},5,1.0
{VRTEC},5,1.0
{zelo malo},5,1.0
"{VRTEC, srednje trajanje}",5,1.0
"{srednje trajanje, zelo malo}",5,1.0
"{VRTEC, zelo malo}",5,1.0
"{VRTEC}, {VRTEC}",5,1.0
"{Okužba s Covid-19 pri vzgojitelju, Osrednja Slovenija}",5,1.0
"{srednje trajanje}, {VRTEC}",5,1.0
"{zelo malo}, {VRTEC}",5,1.0
"{Okužba s Covid-19 pri vzgojitelju, VRTEC}",5,1.0
"{Osrednja Slovenija, VRTEC}",5,1.0
"{VRTEC, srednje trajanje, zelo malo}",5,1.0
"{VRTEC, srednje trajanje}, {VRTEC}",5,1.0
"{Okužba s Covid-19 pri vzgojitelju, Osrednja Slovenija, VRTEC}",5,1.0
"{VRTEC, zelo malo}, {VRTEC}",5,1.0
"{srednje trajanje, zelo malo}, {VRTEC}",5,1.0
"{VRTEC, srednje trajanje, zelo malo}, {VRTEC}",5,1.0
