Sequence,Support,Relative Frequency
{malo},9,0.9
{VRTEC},8,0.8
{srednje},9,0.9
{Okužba s Covid-19 pri učencu ali več učencih oddelka},8,0.8
{OSNOVNA ŠOLA},9,0.9
"{malo}, {srednje}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}",8,0.8
"{srednje}, {VRTEC}",8,0.8
"{OSNOVNA ŠOLA, srednje}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19 pri učencu ali več učencih oddelka}",8,0.8
"{srednje}, {srednje}",9,0.9
"{malo}, {OSNOVNA ŠOLA}",8,0.8
"{malo, srednje}",8,0.8
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",8,0.8
"{VRTEC, srednje}",8,0.8
"{OSNOVNA ŠOLA, srednje}, {srednje}",8,0.8
"{malo, srednje}, {srednje}",8,0.8
"{srednje}, {VRTEC, srednje}",8,0.8
