Sequence,Support,Relative Frequency
{kratko trajanje},39,0.31451612903225806
{veliko},41,0.33064516129032256
{srednje},38,0.3064516129032258
{srednje trajanje},85,0.6854838709677419
{VRTEC},53,0.4274193548387097
{OSNOVNA ŠOLA},54,0.43548387096774194
{Osrednjeslovenska},56,0.45161290322580644
{Okužba pri otroku / učencu / dijaku},57,0.4596774193548387
"{srednje trajanje}, {VRTEC}",47,0.3790322580645161
"{VRTEC}, {srednje trajanje}",47,0.3790322580645161
"{Okužba pri otroku / učencu / dijaku}, {srednje trajanje}",39,0.31451612903225806
"{srednje trajanje}, {Okužba pri otroku / učencu / dijaku}",39,0.31451612903225806
