Sequence,Support,Relative Frequency
{kratko trajanje},90,0.30927835051546393
{veliko},97,0.3333333333333333
{srednje trajanje},198,0.6804123711340206
{OSNOVNA ŠOLA},156,0.5360824742268041
{Okužba pri otroku / učencu / dijaku},165,0.5670103092783505
{srednje},115,0.3951890034364261
"{OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",98,0.33676975945017185
"{OSNOVNA ŠOLA}, {srednje trajanje}",89,0.30584192439862545
"{Okužba pri otroku / učencu / dijaku}, {srednje trajanje}",102,0.35051546391752575
"{srednje trajanje}, {OSNOVNA ŠOLA}",89,0.30584192439862545
"{Okužba pri otroku / učencu / dijaku}, {OSNOVNA ŠOLA}",98,0.33676975945017185
"{srednje trajanje}, {Okužba pri otroku / učencu / dijaku}",102,0.35051546391752575
