Sequence,Support,Relative Frequency
{veliko},32,0.32
{srednje trajanje},87,0.87
{OSNOVNA ŠOLA},61,0.61
{Okužba pri otroku / učencu / dijaku},65,0.65
{srednje},33,0.33
"{OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",45,0.45
"{OSNOVNA ŠOLA}, {srednje trajanje}",53,0.53
"{Okužba pri otroku / učencu / dijaku}, {srednje trajanje}",57,0.57
"{srednje trajanje}, {OSNOVNA ŠOLA}",53,0.53
"{Okužba pri otroku / učencu / dijaku}, {OSNOVNA ŠOLA}",45,0.45
"{veliko}, {srednje trajanje}",31,0.31
"{srednje trajanje}, {veliko}",31,0.31
"{srednje trajanje}, {Okužba pri otroku / učencu / dijaku}",57,0.57
"{srednje trajanje}, {OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",38,0.38
"{Okužba pri otroku / učencu / dijaku}, {srednje trajanje}, {OSNOVNA ŠOLA}",38,0.38
"{OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}, {srednje trajanje}",38,0.38
"{Okužba pri otroku / učencu / dijaku}, {OSNOVNA ŠOLA}, {srednje trajanje}",38,0.38
"{OSNOVNA ŠOLA}, {srednje trajanje}, {Okužba pri otroku / učencu / dijaku}",38,0.38
"{srednje trajanje}, {Okužba pri otroku / učencu / dijaku}, {OSNOVNA ŠOLA}",38,0.38
