Rule,Confidence
{Jugovzhodna Slovenija} => {zelo veliko},1.0
{zelo veliko} => {Jugovzhodna Slovenija},1.0
{Jugovzhodna Slovenija} => {malo},1.0
{malo} => {Jugovzhodna Slovenija},1.0
{10 days} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},1.0
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {10 days},0.5
{1. star. obd.} => {zelo veliko},1.0
{zelo veliko} => {1. star. obd.},1.0
{1. star. obd.} => {malo},1.0
{malo} => {1. star. obd.},1.0
{10 days} => {Jugovzhodna Slovenija},1.0
{Jugovzhodna Slovenija} => {10 days},1.0
{10 days} => {4. letnik},1.0
{4. letnik} => {10 days},1.0
{1. star. obd.} => {9 days},1.0
{9 days} => {1. star. obd.},0.5
{Jugovzhodna Slovenija} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka},1.0
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {Jugovzhodna Slovenija},1.0
{4. letnik} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},1.0
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {4. letnik},0.5
{1. star. obd.} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka},1.0
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {1. star. obd.},1.0
{4. letnik} => {Jugovzhodna Slovenija},1.0
{Jugovzhodna Slovenija} => {4. letnik},1.0
{9 days} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},0.5
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {9 days},0.5
{9 days} => {Jugovzhodna Slovenija},0.5
{Jugovzhodna Slovenija} => {9 days},1.0
{1. star. obd.} => {10 days},1.0
{10 days} => {1. star. obd.},1.0
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},1.0
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka},0.5
{malo} => {zelo veliko},1.0
{zelo veliko} => {malo},1.0
{1. star. obd.} => {2. star. obd.},1.0
{2. star. obd.} => {1. star. obd.},0.5
{Jugovzhodna Slovenija} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},1.0
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {Jugovzhodna Slovenija},0.5
{10 days} => {malo},1.0
{malo} => {10 days},1.0
{10 days} => {zelo veliko},1.0
{zelo veliko} => {10 days},1.0
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {malo},0.5
{malo} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},1.0
{1. star. obd.} => {Jugovzhodna Slovenija},1.0
{Jugovzhodna Slovenija} => {1. star. obd.},1.0
{1. star. obd.} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},1.0
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {1. star. obd.},0.5
{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {zelo veliko},0.5
{zelo veliko} => {Okužba s Covid-19 pri otroku ali več otrocih skupine},1.0
{10 days} => {9 days},1.0
{9 days} => {10 days},0.5
{1. star. obd.} => {4. letnik},1.0
{4. letnik} => {1. star. obd.},1.0
{4. letnik} => {malo},1.0
{malo} => {4. letnik},1.0
{10 days} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka},1.0
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {10 days},1.0
{9 days} => {malo},0.5
{malo} => {9 days},1.0
{10 days} => {2. star. obd.},1.0
{2. star. obd.} => {10 days},0.5
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {malo},1.0
{malo} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka},1.0
"{10 days} => {Jugovzhodna Slovenija}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{Jugovzhodna Slovenija} => {10 days}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {10 days}, {Jugovzhodna Slovenija}",0.5
"{10 days}, {Jugovzhodna Slovenija} => {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{10 days}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {Jugovzhodna Slovenija}",1.0
"{Jugovzhodna Slovenija}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {10 days}",1.0
"{1. star. obd.} => {Jugovzhodna Slovenija}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{Jugovzhodna Slovenija} => {1. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {1. star. obd.}, {Jugovzhodna Slovenija}",0.5
"{1. star. obd.}, {Jugovzhodna Slovenija} => {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{1. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {Jugovzhodna Slovenija}",1.0
"{Jugovzhodna Slovenija}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {1. star. obd.}",1.0
"{1. star. obd.} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {1. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {1. star. obd.}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",0.5
"{1. star. obd.}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{1. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {1. star. obd.}",1.0
"{1. star. obd.} => {4. letnik}, {malo}",1.0
"{4. letnik} => {1. star. obd.}, {malo}",1.0
"{malo} => {1. star. obd.}, {4. letnik}",1.0
"{1. star. obd.}, {4. letnik} => {malo}",1.0
"{1. star. obd.}, {malo} => {4. letnik}",1.0
"{4. letnik}, {malo} => {1. star. obd.}",1.0
"{1. star. obd.} => {9 days}, {malo}",1.0
"{9 days} => {1. star. obd.}, {malo}",0.5
"{malo} => {1. star. obd.}, {9 days}",1.0
"{1. star. obd.}, {9 days} => {malo}",1.0
"{1. star. obd.}, {malo} => {9 days}",1.0
"{9 days}, {malo} => {1. star. obd.}",1.0
"{10 days} => {4. letnik}, {malo}",1.0
"{4. letnik} => {10 days}, {malo}",1.0
"{malo} => {10 days}, {4. letnik}",1.0
"{10 days}, {4. letnik} => {malo}",1.0
"{10 days}, {malo} => {4. letnik}",1.0
"{4. letnik}, {malo} => {10 days}",1.0
"{10 days} => {9 days}, {malo}",1.0
"{9 days} => {10 days}, {malo}",0.5
"{malo} => {10 days}, {9 days}",1.0
"{10 days}, {9 days} => {malo}",1.0
"{10 days}, {malo} => {9 days}",1.0
"{9 days}, {malo} => {10 days}",1.0
"{10 days} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {10 days}, {malo}",1.0
"{malo} => {10 days}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1.0
"{10 days}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {malo}",1.0
"{10 days}, {malo} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo} => {10 days}",1.0
"{Jugovzhodna Slovenija} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {Jugovzhodna Slovenija}, {malo}",1.0
"{malo} => {Jugovzhodna Slovenija}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1.0
"{Jugovzhodna Slovenija}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {malo}",1.0
"{Jugovzhodna Slovenija}, {malo} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo} => {Jugovzhodna Slovenija}",1.0
"{1. star. obd.} => {Jugovzhodna Slovenija}, {malo}",1.0
"{Jugovzhodna Slovenija} => {1. star. obd.}, {malo}",1.0
"{malo} => {1. star. obd.}, {Jugovzhodna Slovenija}",1.0
"{1. star. obd.}, {Jugovzhodna Slovenija} => {malo}",1.0
"{1. star. obd.}, {malo} => {Jugovzhodna Slovenija}",1.0
"{Jugovzhodna Slovenija}, {malo} => {1. star. obd.}",1.0
"{10 days} => {Jugovzhodna Slovenija}, {malo}",1.0
"{Jugovzhodna Slovenija} => {10 days}, {malo}",1.0
"{malo} => {10 days}, {Jugovzhodna Slovenija}",1.0
"{10 days}, {Jugovzhodna Slovenija} => {malo}",1.0
"{10 days}, {malo} => {Jugovzhodna Slovenija}",1.0
"{Jugovzhodna Slovenija}, {malo} => {10 days}",1.0
"{1. star. obd.} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {1. star. obd.}, {malo}",1.0
"{malo} => {1. star. obd.}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1.0
"{1. star. obd.}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka} => {malo}",1.0
"{1. star. obd.}, {malo} => {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",1.0
"{Okužba s Covid-19 pri dijaku ali več dijakih oddelka}, {malo} => {1. star. obd.}",1.0
"{1. star. obd.} => {4. letnik}, {Jugovzhodna Slovenija}",1.0
"{4. letnik} => {1. star. obd.}, {Jugovzhodna Slovenija}",1.0
"{Jugovzhodna Slovenija} => {1. star. obd.}, {4. letnik}",1.0
"{1. star. obd.}, {4. letnik} => {Jugovzhodna Slovenija}",1.0
"{1. star. obd.}, {Jugovzhodna Slovenija} => {4. letnik}",1.0
"{4. letnik}, {Jugovzhodna Slovenija} => {1. star. obd.}",1.0
"{1. star. obd.} => {4. letnik}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{4. letnik} => {1. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{Okužba s Covid-19 pri otroku ali več otrocih skupine} => {1. star. obd.}, {4. letnik}",0.5
"{1. star. obd.}, {4. letnik} => {Okužba s Covid-19 pri otroku ali več otrocih skupine}",1.0
"{1. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {4. letnik}",1.0
"{4. letnik}, {Okužba s Covid-19 pri otroku ali več otrocih skupine} => {1. star. obd.}",1.0
