Sequence,Support,Relative Frequency
{Okužba s Covid-19 pri drugem strokovnem delavcu},7,0.5833333333333334
{Okužba s Covid-19 pri učitelju},8,0.6666666666666666
{Okužba s Covid-19 pri učencu ali več učencih oddelka},6,0.5
{3. razred},6,0.5
{9 days},10,0.8333333333333334
{zelo malo},11,0.9166666666666666
{2. razred},6,0.5
{malo},12,1.0
{2. star. obd.},8,0.6666666666666666
{srednje},7,0.5833333333333334
{7 days},6,0.5
{1. star. obd.},7,0.5833333333333334
{10 days},10,0.8333333333333334
{4. razred},7,0.5833333333333334
{Komb. 1. in 2. star. obd.},11,0.9166666666666666
{Okužba s Covid-19 pri vzgojitelju},8,0.6666666666666666
{Okužba s Covid-19 pri otroku ali več otrocih skupine},6,0.5
"{9 days}, {Komb. 1. in 2. star. obd.}",6,0.5
"{2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",7,0.5833333333333334
"{2. star. obd.}, {Komb. 1. in 2. star. obd.}",6,0.5
"{9 days}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{4. razred}, {Komb. 1. in 2. star. obd.}",6,0.5
"{2. star. obd.}, {malo}",8,0.6666666666666666
"{9 days}, {malo}",8,0.6666666666666666
"{malo}, {zelo malo}",9,0.75
"{Okužba s Covid-19 pri učitelju}, {zelo malo}",7,0.5833333333333334
"{malo}, {srednje}",6,0.5
"{1. star. obd.}, {10 days}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {zelo malo}",6,0.5
"{10 days}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{10 days}, {Komb. 1. in 2. star. obd.}",8,0.6666666666666666
"{1. star. obd.}, {zelo malo}",6,0.5
"{Komb. 1. in 2. star. obd.}, {zelo malo}",8,0.6666666666666666
"{2. razred}, {zelo malo}",6,0.5
"{10 days}, {Okužba s Covid-19 pri učitelju}",7,0.5833333333333334
"{2. razred}, {9 days}",6,0.5
"{10 days}, {malo}",8,0.6666666666666666
"{Okužba s Covid-19 pri otroku ali več otrocih skupine}, {malo}",6,0.5
"{10 days}, {2. star. obd.}",6,0.5
"{10 days}, {2. razred}",6,0.5
"{Okužba s Covid-19 pri vzgojitelju}, {malo}",7,0.5833333333333334
"{9 days}, {zelo malo}",8,0.6666666666666666
"{2. star. obd.}, {zelo malo}",7,0.5833333333333334
"{2. star. obd.}, {9 days}",6,0.5
"{9 days}, {srednje}",6,0.5
"{4. razred}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5
"{4. razred}, {9 days}",7,0.5833333333333334
"{4. razred}, {zelo malo}",7,0.5833333333333334
"{Okužba s Covid-19 pri učitelju}, {malo}",7,0.5833333333333334
"{1. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",7,0.5833333333333334
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}",6,0.5
"{10 days}, {4. razred}",7,0.5833333333333334
"{Komb. 1. in 2. star. obd.}, {malo}",8,0.6666666666666666
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {malo}",7,0.5833333333333334
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{2. razred}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{1. star. obd.}, {malo}",6,0.5
"{1. star. obd.}, {2. star. obd.}",6,0.5
"{3. razred}, {zelo malo}",6,0.5
"{3. razred}, {9 days}",6,0.5
"{10 days}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5
"{10 days}, {zelo malo}",9,0.75
"{10 days}, {srednje}",6,0.5
"{10 days}, {9 days}",8,0.6666666666666666
"{Okužba s Covid-19 pri vzgojitelju}, {zelo malo}",6,0.5
"{1. star. obd.}, {10 days}, {zelo malo}",6,0.5
"{10 days}, {9 days}, {zelo malo}",7,0.5833333333333334
"{10 days}, {Komb. 1. in 2. star. obd.}, {zelo malo}",6,0.5
"{2. star. obd.}, {malo}, {zelo malo}",6,0.5
"{Okužba s Covid-19 pri drugem strokovnem delavcu}, {malo}, {zelo malo}",6,0.5
"{10 days}, {2. star. obd.}, {zelo malo}",6,0.5
"{2. star. obd.}, {9 days}, {zelo malo}",6,0.5
"{Okužba s Covid-19 pri učitelju}, {malo}, {zelo malo}",7,0.5833333333333334
"{2. star. obd.}, {Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{4. razred}, {9 days}, {zelo malo}",6,0.5
"{2. star. obd.}, {Komb. 1. in 2. star. obd.}, {malo}",6,0.5
"{2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {malo}",6,0.5
"{10 days}, {Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{10 days}, {2. razred}, {Okužba s Covid-19 pri učitelju}",6,0.5
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {zelo malo}",6,0.5
"{10 days}, {4. razred}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",6,0.5
"{10 days}, {4. razred}, {9 days}",7,0.5833333333333334
"{10 days}, {4. razred}, {zelo malo}",7,0.5833333333333334
"{Komb. 1. in 2. star. obd.}, {malo}, {zelo malo}",6,0.5
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri otroku ali več otrocih skupine}, {malo}",6,0.5
"{10 days}, {Komb. 1. in 2. star. obd.}, {malo}",6,0.5
"{1. star. obd.}, {10 days}, {2. star. obd.}",6,0.5
"{10 days}, {2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}",6,0.5
"{10 days}, {2. star. obd.}, {malo}",6,0.5
"{1. star. obd.}, {2. star. obd.}, {zelo malo}",6,0.5
"{10 days}, {Okužba s Covid-19 pri učitelju}, {zelo malo}",7,0.5833333333333334
"{2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {zelo malo}",6,0.5
"{10 days}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {zelo malo}",6,0.5
"{10 days}, {4. razred}, {Komb. 1. in 2. star. obd.}",6,0.5
"{2. star. obd.}, {Komb. 1. in 2. star. obd.}, {zelo malo}",6,0.5
"{Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {malo}",7,0.5833333333333334
"{10 days}, {malo}, {zelo malo}",8,0.6666666666666666
"{10 days}, {2. razred}, {zelo malo}",6,0.5
"{10 days}, {2. razred}, {9 days}",6,0.5
"{10 days}, {4. razred}, {9 days}, {zelo malo}",6,0.5
"{10 days}, {Komb. 1. in 2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {zelo malo}",6,0.5
"{10 days}, {2. star. obd.}, {Okužba s Covid-19 pri drugem strokovnem delavcu}, {zelo malo}",6,0.5
