Sequence,Support,Relative Frequency
{malo},5,0.8333333333333334
{VRTEC},6,1.0
{srednje trajanje},6,1.0
{Okužba s Covid-19 pri učitelju},2,0.3333333333333333
{Gorenjska},3,0.5
{Okužba s Covid-19 pri vzgojitelju},3,0.5
"{VRTEC}, {Gorenjska}",3,0.5
"{VRTEC}, {srednje trajanje}",6,1.0
"{srednje trajanje}, {Gorenjska}",3,0.5
"{Gorenjska}, {malo}",2,0.3333333333333333
"{srednje trajanje}, {VRTEC}",6,1.0
"{Okužba s Covid-19 pri vzgojitelju}, {malo}",3,0.5
"{VRTEC}, {Okužba s Covid-19 pri vzgojitelju}",3,0.5
"{malo}, {Gorenjska}",2,0.3333333333333333
"{malo}, {srednje trajanje}",5,0.8333333333333334
"{malo}, {VRTEC}",5,0.8333333333333334
"{VRTEC}, {malo}",5,0.8333333333333334
"{Okužba s Covid-19 pri vzgojitelju}, {srednje trajanje}",3,0.5
"{srednje trajanje}, {Okužba s Covid-19 pri vzgojitelju}",3,0.5
"{srednje trajanje}, {malo}",5,0.8333333333333334
"{malo}, {Okužba s Covid-19 pri vzgojitelju}",3,0.5
"{Gorenjska}, {Okužba s Covid-19 pri učitelju}",2,0.3333333333333333
"{VRTEC}, {Okužba s Covid-19 pri učitelju}",2,0.3333333333333333
"{srednje trajanje}, {Okužba s Covid-19 pri učitelju}",2,0.3333333333333333
"{Okužba s Covid-19 pri učitelju}, {Gorenjska}",2,0.3333333333333333
"{Okužba s Covid-19 pri učitelju}, {srednje trajanje}",2,0.3333333333333333
"{Okužba s Covid-19 pri učitelju}, {VRTEC}",2,0.3333333333333333
"{Okužba s Covid-19 pri vzgojitelju}, {VRTEC}",3,0.5
"{Gorenjska}, {srednje trajanje}",3,0.5
"{Gorenjska}, {VRTEC}",3,0.5
"{Okužba s Covid-19 pri učitelju}, {srednje trajanje}, {Gorenjska}",2,0.3333333333333333
"{Okužba s Covid-19 pri učitelju}, {srednje trajanje}, {VRTEC}",2,0.3333333333333333
"{malo}, {VRTEC}, {Gorenjska}",2,0.3333333333333333
"{malo}, {VRTEC}, {srednje trajanje}",5,0.8333333333333334
"{srednje trajanje}, {Okužba s Covid-19 pri vzgojitelju}, {malo}",3,0.5
"{srednje trajanje}, {Gorenjska}, {malo}",2,0.3333333333333333
"{VRTEC}, {Okužba s Covid-19 pri učitelju}, {Gorenjska}",2,0.3333333333333333
"{srednje trajanje}, {malo}, {Gorenjska}",2,0.3333333333333333
"{srednje trajanje}, {malo}, {VRTEC}",5,0.8333333333333334
"{VRTEC}, {Gorenjska}, {srednje trajanje}",3,0.5
"{Okužba s Covid-19 pri vzgojitelju}, {srednje trajanje}, {malo}",3,0.5
"{Gorenjska}, {VRTEC}, {Okužba s Covid-19 pri učitelju}",2,0.3333333333333333
"{VRTEC}, {Okužba s Covid-19 pri učitelju}, {srednje trajanje}",2,0.3333333333333333
"{VRTEC}, {srednje trajanje}, {Okužba s Covid-19 pri učitelju}",2,0.3333333333333333
