Sequence,Support,Relative Frequency
{veliko},121,0.35174418604651164
{srednje trajanje},251,0.7296511627906976
{OSNOVNA ŠOLA},200,0.5813953488372093
{Okužba pri otroku / učencu / dijaku},222,0.6453488372093024
{srednje},132,0.38372093023255816
"{OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",134,0.38953488372093026
"{OSNOVNA ŠOLA}, {srednje trajanje}",136,0.3953488372093023
"{Okužba pri otroku / učencu / dijaku}, {srednje trajanje}",158,0.45930232558139533
"{srednje trajanje}, {OSNOVNA ŠOLA}",136,0.3953488372093023
"{Okužba pri otroku / učencu / dijaku}, {OSNOVNA ŠOLA}",134,0.38953488372093026
"{srednje trajanje}, {Okužba pri otroku / učencu / dijaku}",158,0.45930232558139533
