Sequence,Support,Relative Frequency
{veliko},39,0.36792452830188677
{srednje trajanje},84,0.7924528301886793
{OSNOVNA ŠOLA},54,0.5094339622641509
{Okužba pri otroku / učencu / dijaku},64,0.6037735849056604
{srednje},32,0.3018867924528302
"{OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",34,0.32075471698113206
"{OSNOVNA ŠOLA}, {srednje trajanje}",42,0.39622641509433965
"{Okužba pri otroku / učencu / dijaku}, {srednje trajanje}",53,0.5
"{srednje trajanje}, {OSNOVNA ŠOLA}",42,0.39622641509433965
"{Okužba pri otroku / učencu / dijaku}, {OSNOVNA ŠOLA}",34,0.32075471698113206
"{srednje trajanje}, {Okužba pri otroku / učencu / dijaku}",53,0.5
