Sequence,Support,Relative Frequency
{veliko},38,0.3877551020408163
{srednje trajanje},75,0.7653061224489796
{OSNOVNA ŠOLA},61,0.6224489795918368
{Okužba pri otroku / učencu / dijaku},64,0.6530612244897959
{Osrednjeslovenska},34,0.3469387755102041
{srednje},37,0.37755102040816324
"{OSNOVNA ŠOLA}, {Okužba pri otroku / učencu / dijaku}",40,0.40816326530612246
"{OSNOVNA ŠOLA}, {srednje trajanje}",46,0.46938775510204084
"{Okužba pri otroku / učencu / dijaku}, {srednje trajanje}",48,0.4897959183673469
"{srednje trajanje}, {OSNOVNA ŠOLA}",46,0.46938775510204084
"{srednje trajanje}, {Okužba pri otroku / učencu / dijaku}",48,0.4897959183673469
"{Okužba pri otroku / učencu / dijaku}, {OSNOVNA ŠOLA}",40,0.40816326530612246
"{srednje}, {srednje trajanje}",31,0.3163265306122449
"{srednje trajanje}, {srednje}",31,0.3163265306122449
