Rule,Confidence
{Okužba pri delavcu} => {srednje trajanje},1.0
{srednje trajanje} => {Okužba pri delavcu},1.0
{Okužba pri delavcu} => {VRTEC},1.0
{VRTEC} => {Okužba pri delavcu},1.0
{VRTEC} => {srednje trajanje},1.0
{srednje trajanje} => {VRTEC},1.0
{Savinjska} => {srednje trajanje},1.0
{srednje trajanje} => {Savinjska},1.0
{Savinjska} => {VRTEC},1.0
{VRTEC} => {Savinjska},1.0
{Okužba pri delavcu} => {malo},1.0
{malo} => {Okužba pri delavcu},1.0
{malo} => {srednje trajanje},1.0
{srednje trajanje} => {malo},1.0
{VRTEC} => {malo},1.0
{malo} => {VRTEC},1.0
{Savinjska} => {malo},1.0
{malo} => {Savinjska},1.0
{Okužba pri delavcu} => {Savinjska},1.0
{Savinjska} => {Okužba pri delavcu},1.0
"{VRTEC} => {Okužba pri delavcu}, {srednje trajanje}",1.0
"{Okužba pri delavcu} => {VRTEC}, {srednje trajanje}",1.0
"{srednje trajanje} => {Okužba pri delavcu}, {VRTEC}",1.0
"{VRTEC}, {Okužba pri delavcu} => {srednje trajanje}",1.0
"{VRTEC}, {srednje trajanje} => {Okužba pri delavcu}",1.0
"{Okužba pri delavcu}, {srednje trajanje} => {VRTEC}",1.0
"{srednje trajanje} => {Savinjska}, {VRTEC}",1.0
"{Savinjska} => {VRTEC}, {srednje trajanje}",1.0
"{VRTEC} => {Savinjska}, {srednje trajanje}",1.0
"{srednje trajanje}, {Savinjska} => {VRTEC}",1.0
"{srednje trajanje}, {VRTEC} => {Savinjska}",1.0
"{Savinjska}, {VRTEC} => {srednje trajanje}",1.0
"{Okužba pri delavcu} => {Savinjska}, {malo}",1.0
"{malo} => {Okužba pri delavcu}, {Savinjska}",1.0
"{Savinjska} => {Okužba pri delavcu}, {malo}",1.0
"{Okužba pri delavcu}, {malo} => {Savinjska}",1.0
"{Okužba pri delavcu}, {Savinjska} => {malo}",1.0
"{malo}, {Savinjska} => {Okužba pri delavcu}",1.0
"{malo} => {VRTEC}, {srednje trajanje}",1.0
"{VRTEC} => {malo}, {srednje trajanje}",1.0
"{srednje trajanje} => {VRTEC}, {malo}",1.0
"{malo}, {VRTEC} => {srednje trajanje}",1.0
"{malo}, {srednje trajanje} => {VRTEC}",1.0
"{VRTEC}, {srednje trajanje} => {malo}",1.0
"{malo} => {Savinjska}, {srednje trajanje}",1.0
"{Savinjska} => {malo}, {srednje trajanje}",1.0
"{srednje trajanje} => {Savinjska}, {malo}",1.0
"{malo}, {Savinjska} => {srednje trajanje}",1.0
"{malo}, {srednje trajanje} => {Savinjska}",1.0
"{Savinjska}, {srednje trajanje} => {malo}",1.0
"{malo} => {Savinjska}, {VRTEC}",1.0
"{Savinjska} => {VRTEC}, {malo}",1.0
"{VRTEC} => {Savinjska}, {malo}",1.0
"{malo}, {Savinjska} => {VRTEC}",1.0
"{malo}, {VRTEC} => {Savinjska}",1.0
"{Savinjska}, {VRTEC} => {malo}",1.0
"{Savinjska}, {malo} => {srednje trajanje}",1.0
"{srednje trajanje}, {malo} => {Savinjska}",1.0
"{srednje trajanje}, {Okužba pri delavcu} => {VRTEC}",1.0
"{srednje trajanje}, {malo} => {VRTEC}",1.0
"{srednje trajanje}, {VRTEC} => {malo}",1.0
"{Okužba pri delavcu} => {Savinjska}, {srednje trajanje}",1.0
"{srednje trajanje} => {Okužba pri delavcu}, {Savinjska}",1.0
"{Savinjska} => {Okužba pri delavcu}, {srednje trajanje}",1.0
"{Okužba pri delavcu}, {srednje trajanje} => {Savinjska}",1.0
"{Okužba pri delavcu}, {Savinjska} => {srednje trajanje}",1.0
"{srednje trajanje}, {Savinjska} => {Okužba pri delavcu}",1.0
"{Savinjska} => {Okužba pri delavcu}, {VRTEC}",1.0
"{VRTEC} => {Okužba pri delavcu}, {Savinjska}",1.0
"{Okužba pri delavcu} => {Savinjska}, {VRTEC}",1.0
"{Savinjska}, {VRTEC} => {Okužba pri delavcu}",1.0
"{Savinjska}, {Okužba pri delavcu} => {VRTEC}",1.0
"{VRTEC}, {Okužba pri delavcu} => {Savinjska}",1.0
"{VRTEC}, {srednje trajanje} => {Savinjska}",1.0
"{VRTEC}, {Savinjska} => {srednje trajanje}",1.0
"{Okužba pri delavcu}, {VRTEC} => {srednje trajanje}",1.0
"{Savinjska}, {srednje trajanje} => {Okužba pri delavcu}",1.0
"{Okužba pri delavcu}, {Savinjska} => {VRTEC}",1.0
"{Okužba pri delavcu}, {VRTEC} => {Savinjska}",1.0
"{srednje trajanje}, {Okužba pri delavcu} => {Savinjska}",1.0
"{VRTEC}, {Savinjska} => {Okužba pri delavcu}",1.0
"{VRTEC}, {malo} => {srednje trajanje}",1.0
"{srednje trajanje}, {Savinjska} => {malo}",1.0
"{VRTEC} => {Okužba pri delavcu}, {malo}",1.0
