Sequence,Support,Relative Frequency
{Sum na okužbo},150,0.6302521008403361
{srednje trajanje},147,0.6176470588235294
{Okužba s Covid-19},88,0.3697478991596639
{OSNOVNA ŠOLA},136,0.5714285714285714
"{srednje trajanje}, {Sum na okužbo}",95,0.39915966386554624
"{OSNOVNA ŠOLA}, {srednje trajanje}",74,0.31092436974789917
"{Sum na okužbo}, {srednje trajanje}",95,0.39915966386554624
"{srednje trajanje}, {OSNOVNA ŠOLA}",74,0.31092436974789917
"{OSNOVNA ŠOLA}, {Sum na okužbo}",86,0.36134453781512604
"{Sum na okužbo}, {OSNOVNA ŠOLA}",86,0.36134453781512604
