Sequence,Support,Relative Frequency
{Sum na okužbo},125,0.5482456140350878
{srednje trajanje},168,0.7368421052631579
{Okužba s Covid-19},103,0.4517543859649123
{OSNOVNA ŠOLA},101,0.44298245614035087
"{srednje trajanje}, {Sum na okužbo}",86,0.37719298245614036
"{OSNOVNA ŠOLA}, {srednje trajanje}",70,0.30701754385964913
"{srednje trajanje}, {OSNOVNA ŠOLA}",70,0.30701754385964913
"{Sum na okužbo}, {srednje trajanje}",86,0.37719298245614036
"{Okužba s Covid-19}, {srednje trajanje}",82,0.35964912280701755
"{srednje trajanje}, {Okužba s Covid-19}",82,0.35964912280701755
