Sequence,Support,Relative Frequency
{Sum na okužbo},193,0.5676470588235294
{srednje trajanje},243,0.7147058823529412
{Okužba s Covid-19},147,0.4323529411764706
{OSNOVNA ŠOLA},166,0.48823529411764705
"{srednje trajanje}, {Sum na okužbo}",132,0.38823529411764707
"{OSNOVNA ŠOLA}, {srednje trajanje}",108,0.3176470588235294
"{srednje trajanje}, {OSNOVNA ŠOLA}",108,0.3176470588235294
"{Sum na okužbo}, {srednje trajanje}",132,0.38823529411764707
"{Okužba s Covid-19}, {srednje trajanje}",111,0.3264705882352941
"{srednje trajanje}, {Okužba s Covid-19}",111,0.3264705882352941
