Sequence,Support,Relative Frequency
{Sum na okužbo},154,0.5460992907801419
{srednje trajanje},207,0.7340425531914894
{Okužba s Covid-19},128,0.45390070921985815
{OSNOVNA ŠOLA},138,0.48936170212765956
"{srednje trajanje}, {Sum na okužbo}",107,0.37943262411347517
"{OSNOVNA ŠOLA}, {srednje trajanje}",91,0.32269503546099293
"{srednje trajanje}, {OSNOVNA ŠOLA}",91,0.32269503546099293
"{Sum na okužbo}, {srednje trajanje}",107,0.37943262411347517
"{Okužba s Covid-19}, {srednje trajanje}",100,0.3546099290780142
"{srednje trajanje}, {Okužba s Covid-19}",100,0.3546099290780142
