Sequence,Support,Relative Frequency
{Sum na okužbo},142,0.5144927536231884
{srednje trajanje},207,0.75
{Okužba s Covid-19},134,0.4855072463768116
{OSNOVNA ŠOLA},135,0.4891304347826087
"{srednje trajanje}, {Sum na okužbo}",99,0.358695652173913
"{OSNOVNA ŠOLA}, {srednje trajanje}",93,0.33695652173913043
"{srednje trajanje}, {OSNOVNA ŠOLA}",93,0.33695652173913043
"{Sum na okužbo}, {srednje trajanje}",99,0.358695652173913
"{Okužba s Covid-19}, {srednje trajanje}",108,0.391304347826087
"{srednje trajanje}, {Okužba s Covid-19}",108,0.391304347826087
