Sequence,Support,Relative Frequency
{Sum na okužbo},142,0.6228070175438597
{srednje trajanje},173,0.7587719298245614
{Okužba s Covid-19},86,0.37719298245614036
{OSNOVNA ŠOLA},127,0.5570175438596491
"{srednje trajanje}, {Sum na okužbo}",102,0.4473684210526316
"{OSNOVNA ŠOLA}, {srednje trajanje}",90,0.39473684210526316
"{Sum na okužbo}, {srednje trajanje}",102,0.4473684210526316
"{OSNOVNA ŠOLA}, {Sum na okužbo}",75,0.32894736842105265
"{srednje trajanje}, {OSNOVNA ŠOLA}",90,0.39473684210526316
"{Sum na okužbo}, {OSNOVNA ŠOLA}",75,0.32894736842105265
"{Okužba s Covid-19}, {srednje trajanje}",71,0.31140350877192985
"{srednje trajanje}, {Okužba s Covid-19}",71,0.31140350877192985
