Sequence,Support,Relative Frequency
{Sum na okužbo},152,0.5779467680608364
{srednje trajanje},193,0.7338403041825095
{Okužba s Covid-19},111,0.4220532319391635
{OSNOVNA ŠOLA},160,0.6083650190114068
"{srednje trajanje}, {Sum na okužbo}",99,0.376425855513308
"{OSNOVNA ŠOLA}, {srednje trajanje}",111,0.4220532319391635
"{Sum na okužbo}, {srednje trajanje}",99,0.376425855513308
"{OSNOVNA ŠOLA}, {Sum na okužbo}",98,0.3726235741444867
"{srednje trajanje}, {OSNOVNA ŠOLA}",111,0.4220532319391635
"{Sum na okužbo}, {OSNOVNA ŠOLA}",98,0.3726235741444867
"{Okužba s Covid-19}, {srednje trajanje}",94,0.3574144486692015
"{srednje trajanje}, {Okužba s Covid-19}",94,0.3574144486692015
