Sequence,Support,Relative Frequency
{Sum na okužbo},162,0.5510204081632653
{srednje trajanje},219,0.7448979591836735
{Okužba s Covid-19},132,0.4489795918367347
{OSNOVNA ŠOLA},159,0.5408163265306123
"{srednje trajanje}, {Sum na okužbo}",113,0.3843537414965986
"{OSNOVNA ŠOLA}, {srednje trajanje}",104,0.35374149659863946
"{srednje trajanje}, {OSNOVNA ŠOLA}",104,0.35374149659863946
"{Sum na okužbo}, {srednje trajanje}",113,0.3843537414965986
"{Okužba s Covid-19}, {srednje trajanje}",106,0.36054421768707484
"{srednje trajanje}, {Okužba s Covid-19}",106,0.36054421768707484
