Sequence,Support,Relative Frequency
{6 days},8,0.6666666666666666
{1. razred},7,0.5833333333333334
{7. razred},8,0.6666666666666666
{4. razred},8,0.6666666666666666
{6. razred},9,0.75
{7 days},11,0.9166666666666666
{9. razred},7,0.5833333333333334
{Okužba s Covid-19},12,1.0
{3. razred},7,0.5833333333333334
{9 days},11,0.9166666666666666
{8. razred},8,0.6666666666666666
{5. razred},11,0.9166666666666666
{2. razred},7,0.5833333333333334
"{3. razred}, {Okužba s Covid-19}",7,0.5833333333333334
"{6. razred}, {8. razred}",6,0.5
"{7. razred}, {8. razred}",6,0.5
"{6 days}, {7. razred}",6,0.5
"{2. razred}, {5. razred}",6,0.5
"{7 days}, {8. razred}",7,0.5833333333333334
"{6. razred}, {7 days}",8,0.6666666666666666
"{7. razred}, {9. razred}",6,0.5
"{6. razred}, {9 days}",8,0.6666666666666666
"{7. razred}, {9 days}",7,0.5833333333333334
"{7 days}, {9. razred}",7,0.5833333333333334
"{8. razred}, {Okužba s Covid-19}",7,0.5833333333333334
"{2. razred}, {Okužba s Covid-19}",6,0.5
"{6 days}, {Okužba s Covid-19}",8,0.6666666666666666
"{5. razred}, {Okužba s Covid-19}",10,0.8333333333333334
"{7 days}, {9 days}",8,0.6666666666666666
"{9 days}, {Okužba s Covid-19}",11,0.9166666666666666
"{1. razred}, {7 days}",7,0.5833333333333334
"{3. razred}, {9. razred}",6,0.5
"{3. razred}, {6. razred}",6,0.5
"{4. razred}, {7 days}",7,0.5833333333333334
"{7 days}, {7. razred}",7,0.5833333333333334
"{3. razred}, {7 days}",7,0.5833333333333334
"{3. razred}, {9 days}",6,0.5
"{9. razred}, {Okužba s Covid-19}",7,0.5833333333333334
"{6 days}, {8. razred}",8,0.6666666666666666
"{5. razred}, {8. razred}",7,0.5833333333333334
"{6. razred}, {Okužba s Covid-19}",9,0.75
"{8. razred}, {9 days}",6,0.5
"{7. razred}, {Okužba s Covid-19}",8,0.6666666666666666
"{6 days}, {9. razred}",6,0.5
"{6 days}, {6. razred}",8,0.6666666666666666
"{5. razred}, {9. razred}",7,0.5833333333333334
"{2. razred}, {7 days}",6,0.5
"{6 days}, {7 days}",7,0.5833333333333334
"{6 days}, {9 days}",8,0.6666666666666666
"{7 days}, {Okužba s Covid-19}",11,0.9166666666666666
"{5. razred}, {7 days}",9,0.75
"{5. razred}, {9 days}",7,0.5833333333333334
"{2. razred}, {9 days}",6,0.5
"{5. razred}, {6 days}",6,0.5
"{1. razred}, {Okužba s Covid-19}",7,0.5833333333333334
"{4. razred}, {Okužba s Covid-19}",8,0.6666666666666666
"{6 days}, {6. razred}, {7 days}",7,0.5833333333333334
"{3. razred}, {6. razred}, {7 days}",6,0.5
"{7. razred}, {8. razred}, {Okužba s Covid-19}",6,0.5
"{8. razred}, {9 days}, {Okužba s Covid-19}",6,0.5
"{6 days}, {8. razred}, {Okužba s Covid-19}",6,0.5
"{6 days}, {7 days}, {8. razred}",7,0.5833333333333334
"{6 days}, {6. razred}, {9 days}",7,0.5833333333333334
"{6 days}, {7 days}, {9. razred}",6,0.5
"{6 days}, {7. razred}, {9. razred}",6,0.5
"{6. razred}, {7 days}, {Okužba s Covid-19}",7,0.5833333333333334
"{5. razred}, {7 days}, {8. razred}",6,0.5
"{2. razred}, {9 days}, {Okužba s Covid-19}",6,0.5
"{6 days}, {7. razred}, {9 days}",6,0.5
"{7 days}, {7. razred}, {9 days}",6,0.5
"{2. razred}, {7 days}, {Okužba s Covid-19}",6,0.5
"{2. razred}, {5. razred}, {7 days}",6,0.5
"{7. razred}, {9 days}, {Okužba s Covid-19}",7,0.5833333333333334
"{7 days}, {9 days}, {Okužba s Covid-19}",8,0.6666666666666666
"{7 days}, {8. razred}, {Okužba s Covid-19}",6,0.5
"{6 days}, {9 days}, {Okužba s Covid-19}",8,0.6666666666666666
"{7. razred}, {9. razred}, {Okužba s Covid-19}",6,0.5
"{3. razred}, {9. razred}, {Okužba s Covid-19}",6,0.5
"{3. razred}, {6. razred}, {Okužba s Covid-19}",6,0.5
"{6 days}, {9. razred}, {Okužba s Covid-19}",6,0.5
"{6 days}, {6. razred}, {Okužba s Covid-19}",8,0.6666666666666666
"{5. razred}, {9 days}, {Okužba s Covid-19}",7,0.5833333333333334
"{6 days}, {7 days}, {Okužba s Covid-19}",7,0.5833333333333334
"{3. razred}, {7 days}, {Okužba s Covid-19}",6,0.5
"{7 days}, {9. razred}, {Okužba s Covid-19}",7,0.5833333333333334
"{6 days}, {7. razred}, {Okužba s Covid-19}",6,0.5
"{5. razred}, {9. razred}, {Okužba s Covid-19}",7,0.5833333333333334
"{7 days}, {7. razred}, {Okužba s Covid-19}",6,0.5
"{4. razred}, {7 days}, {Okužba s Covid-19}",7,0.5833333333333334
"{2. razred}, {5. razred}, {Okužba s Covid-19}",6,0.5
"{5. razred}, {7 days}, {Okužba s Covid-19}",8,0.6666666666666666
"{6 days}, {6. razred}, {8. razred}",6,0.5
"{6. razred}, {9 days}, {Okužba s Covid-19}",8,0.6666666666666666
