Sequence,Support,Relative Frequency
{srednje},11,1.0
{Sum na okužbo},11,1.0
{Okužba s Covid-19},11,1.0
{OSNOVNA ŠOLA},11,1.0
"{Sum na okužbo}, {Sum na okužbo}",11,1.0
"{OSNOVNA ŠOLA, srednje}",11,1.0
"{Okužba s Covid-19}, {srednje}",10,0.9090909090909091
"{srednje}, {Sum na okužbo}",11,1.0
"{Sum na okužbo}, {OSNOVNA ŠOLA}",11,1.0
"{srednje}, {OSNOVNA ŠOLA}",11,1.0
"{OSNOVNA ŠOLA}, {Okužba s Covid-19}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Sum na okužbo}",11,1.0
"{Okužba s Covid-19}, {Sum na okužbo}",10,0.9090909090909091
"{Okužba s Covid-19, srednje}",11,1.0
"{Okužba s Covid-19}, {OSNOVNA ŠOLA}",9,0.8181818181818182
"{Sum na okužbo, srednje}",11,1.0
"{OSNOVNA ŠOLA}, {srednje}",11,1.0
"{Sum na okužbo}, {Okužba s Covid-19}",9,0.8181818181818182
"{srednje}, {Okužba s Covid-19}",10,0.9090909090909091
"{OSNOVNA ŠOLA}, {Sum na okužbo}",10,0.9090909090909091
"{Sum na okužbo}, {srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19}",11,1.0
"{srednje}, {srednje}",11,1.0
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA}",11,1.0
"{Sum na okužbo}, {Sum na okužbo, srednje}",9,0.8181818181818182
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA}",11,1.0
"{srednje}, {srednje}, {OSNOVNA ŠOLA}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19}, {Sum na okužbo}",10,0.9090909090909091
"{srednje}, {Sum na okužbo, srednje}",11,1.0
"{Okužba s Covid-19, srednje}, {srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{OSNOVNA ŠOLA}, {srednje}, {Sum na okužbo}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Sum na okužbo}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{OSNOVNA ŠOLA}, {OSNOVNA ŠOLA, srednje}",11,1.0
"{Okužba s Covid-19}, {Sum na okužbo, srednje}",10,0.9090909090909091
"{Okužba s Covid-19, srednje}, {Sum na okužbo}",10,0.9090909090909091
"{OSNOVNA ŠOLA, srednje}, {Okužba s Covid-19}",10,0.9090909090909091
"{OSNOVNA ŠOLA}, {srednje}, {OSNOVNA ŠOLA}",9,0.8181818181818182
"{srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{srednje}, {OSNOVNA ŠOLA}, {srednje}",10,0.9090909090909091
"{Sum na okužbo, srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Okužba s Covid-19, srednje}, {OSNOVNA ŠOLA}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Okužba s Covid-19, srednje}",11,1.0
"{Okužba s Covid-19}, {srednje}, {Sum na okužbo}",9,0.8181818181818182
"{Sum na okužbo}, {OSNOVNA ŠOLA, srednje}",9,0.8181818181818182
"{srednje}, {srednje}, {srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, srednje}, {srednje}",11,1.0
"{srednje}, {OSNOVNA ŠOLA}, {Sum na okužbo}",9,0.8181818181818182
"{srednje}, {OSNOVNA ŠOLA, srednje}",11,1.0
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}",11,1.0
"{Okužba s Covid-19}, {srednje}, {OSNOVNA ŠOLA}",9,0.8181818181818182
"{Sum na okužbo, srednje}, {srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA}, {Sum na okužbo, srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, srednje}, {Sum na okužbo}",10,0.9090909090909091
"{srednje}, {srednje}, {Sum na okužbo}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19}, {srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Sum na okužbo}, {OSNOVNA ŠOLA}",10,0.9090909090909091
"{srednje}, {Okužba s Covid-19, srednje}",9,0.8181818181818182
"{Sum na okužbo, srednje}, {Sum na okužbo}",11,1.0
"{OSNOVNA ŠOLA}, {srednje}, {srednje}",9,0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA}",11,1.0
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}, {OSNOVNA ŠOLA}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Sum na okužbo}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Okužba s Covid-19}, {Sum na okužbo, srednje}",10,0.9090909090909091
"{Okužba s Covid-19, srednje}, {Sum na okužbo, srednje}",10,0.9090909090909091
"{Okužba s Covid-19, srednje}, {srednje}, {Sum na okužbo}",9,0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {Sum na okužbo, srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA, srednje}",11,1.0
"{OSNOVNA ŠOLA, Okužba s Covid-19}, {srednje}, {Sum na okužbo}",9,0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {srednje}, {Sum na okužbo}",10,0.9090909090909091
"{OSNOVNA ŠOLA, srednje}, {srednje}, {srednje}",9,0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo, srednje}, {Sum na okužbo, srednje}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Okužba s Covid-19, srednje}, {Sum na okužbo}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19, srednje}, {srednje}",10,0.9090909090909091
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{Sum na okužbo, srednje}, {OSNOVNA ŠOLA, srednje}",9,0.8181818181818182
"{OSNOVNA ŠOLA, srednje}, {srednje}, {OSNOVNA ŠOLA}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}, {OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Okužba s Covid-19, srednje}, {Sum na okužbo, srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19, srednje}, {srednje}, {Sum na okužbo}",9,0.8181818181818182
