Sequence,Support,Relative Frequency
{VRTEC},10,1.0
{Okužba s Covid-19},9,0.9
{Sum na okužbo},10,1.0
{srednje},9,0.9
{OSNOVNA ŠOLA},8,0.8
"{Sum na okužbo, srednje}",9,0.9
"{Sum na okužbo}, {Okužba s Covid-19}",9,0.9
"{Sum na okužbo}, {srednje}",8,0.8
"{OSNOVNA ŠOLA, Okužba s Covid-19}",8,0.8
"{Okužba s Covid-19, srednje}",8,0.8
"{srednje}, {Okužba s Covid-19}",8,0.8
"{srednje}, {srednje}",8,0.8
"{VRTEC}, {Okužba s Covid-19}",8,0.8
"{Sum na okužbo, VRTEC}",10,1.0
"{VRTEC, srednje}",9,0.9
"{Sum na okužbo, VRTEC, srednje}",9,0.9
"{Sum na okužbo}, {Okužba s Covid-19, srednje}",8,0.8
"{Sum na okužbo, VRTEC}, {Okužba s Covid-19}",8,0.8
"{srednje}, {Okužba s Covid-19, srednje}",8,0.8
"{Sum na okužbo, srednje}, {Okužba s Covid-19}",8,0.8
"{Sum na okužbo, srednje}, {srednje}",8,0.8
"{Sum na okužbo, srednje}, {Okužba s Covid-19, srednje}",8,0.8
