Sequence,Support,Relative Frequency
{Učitelj},9,0.391304347826087
{srednje trajanje},19,0.8260869565217391
{Sum na okužbo},11,0.4782608695652174
{Vzgojitelj},7,0.30434782608695654
{Osrednjeslovenska},11,0.4782608695652174
{Okužba s Covid-19},12,0.5217391304347826
"{srednje trajanje}, {Sum na okužbo}",9,0.391304347826087
"{Učitelj}, {srednje trajanje}",8,0.34782608695652173
"{srednje trajanje}, {Učitelj}",8,0.34782608695652173
"{Sum na okužbo}, {srednje trajanje}",9,0.391304347826087
"{Okužba s Covid-19}, {srednje trajanje}",10,0.43478260869565216
"{srednje trajanje}, {Osrednjeslovenska}",8,0.34782608695652173
"{Osrednjeslovenska}, {srednje trajanje}",8,0.34782608695652173
"{Osrednjeslovenska}, {Sum na okužbo}",7,0.30434782608695654
"{srednje trajanje}, {Okužba s Covid-19}",10,0.43478260869565216
"{Sum na okužbo}, {Osrednjeslovenska}",7,0.30434782608695654
