Sequence,Support,Relative Frequency
{Učitelj},60,0.3973509933774834
{srednje trajanje},134,0.8874172185430463
{Sum na okužbo},53,0.3509933774834437
{Drugi delavci},46,0.304635761589404
{Okužba s Covid-19},98,0.6490066225165563
"{srednje trajanje}, {Sum na okužbo}",47,0.31125827814569534
"{Učitelj}, {srednje trajanje}",50,0.33112582781456956
"{srednje trajanje}, {Učitelj}",50,0.33112582781456956
"{Sum na okužbo}, {srednje trajanje}",47,0.31125827814569534
"{Okužba s Covid-19}, {srednje trajanje}",87,0.5761589403973509
"{srednje trajanje}, {Okužba s Covid-19}",87,0.5761589403973509
