Sequence,Support,Relative Frequency
{Sum na okužbo},86,0.4673913043478261
{Učitelj},81,0.44021739130434784
{srednje trajanje},150,0.8152173913043478
{Okužba s Covid-19},98,0.532608695652174
"{srednje trajanje}, {Sum na okužbo}",61,0.33152173913043476
"{Učitelj}, {srednje trajanje}",59,0.32065217391304346
"{srednje trajanje}, {Učitelj}",59,0.32065217391304346
"{Sum na okužbo}, {srednje trajanje}",61,0.33152173913043476
"{Okužba s Covid-19}, {srednje trajanje}",89,0.483695652173913
"{srednje trajanje}, {Okužba s Covid-19}",89,0.483695652173913
